level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2550	3300	-1	
2	1	1	0	0	0	104	51	2293	2877	-1	
3	1	1	1	0	0	104	51	2293	2877	-1	
4	1	1	1	1	0	109	51	1435	125	-1	
5	1	1	1	1	1	109	56	126	120	27	a
5	1	1	1	1	2	1219	51	325	61	92	MEDICOS
4	1	1	1	2	0	105	300	123	16	-1	
5	1	1	1	2	1	105	302	59	14	0	cite
5	1	1	1	2	2	227	300	1	3	0	y
4	1	1	1	3	0	1083	291	1265	66	-1	
5	1	1	1	3	1	1083	312	106	45	96	CASH
5	1	1	1	3	2	1201	305	229	49	0	Memo(IPD)
5	1	1	1	3	3	2344	291	4	5	28	.
4	1	1	1	4	0	229	497	2022	81	-1	
5	1	1	1	4	1	229	570	175	8	20	ee
5	1	1	1	4	2	678	549	401	16	15	2a
5	1	1	1	4	3	1259	506	65	25	96	PMS
5	1	1	1	4	4	1335	497	163	49	0	urderDate
5	1	1	1	4	5	1609	533	9	3	0	a
5	1	1	1	4	6	1959	521	8	4	0	.
5	1	1	1	4	7	2117	510	219	10	7	Lee
4	1	1	1	5	0	116	525	2246	122	-1	
5	1	1	1	5	1	116	580	134	67	25	ES
5	1	1	1	5	2	281	582	247	30	0	HSNC,BATCH
5	1	1	1	5	3	730	569	264	29	0	EXPDeseription
5	1	1	1	5	4	1567	548	66	28	96	QTY
5	1	1	1	5	5	1718	538	225	29	0	RATEDISC.
5	1	1	1	5	6	2080	525	282	31	0	AMOUNTGST%
4	1	1	1	6	0	116	575	2240	101	-1	
5	1	1	1	6	1	116	624	43	52	30	Ne
5	1	1	1	6	2	167	626	21	32	6	Wi
5	1	1	1	6	3	207	622	32	11	45	i
5	1	1	1	6	4	268	575	2088	77	0	TAOONTOcsceatitnSAALLAODTTAOTEiaay
4	1	1	1	7	0	104	615	2261	133	-1	
5	1	1	1	7	1	104	643	57	105	40	i
5	1	1	1	7	2	174	649	67	73	31	A
5	1	1	1	7	3	284	671	285	33	0	3004-13825/355
5	1	1	1	7	4	727	656	362	34	0	09/28CANNULA22.NO
5	1	1	1	7	5	1598	641	9	21	95	1
5	1	1	1	7	6	1713	630	233	29	0	105.0000
5	1	1	1	7	7	2144	621	81	24	78	105,00
5	1	1	1	7	8	2351	615	14	24	93	5
4	1	1	1	8	0	120	658	2247	115	-1	
5	1	1	1	8	1	120	720	226	53	0	R2ibiiIii,3004
5	1	1	1	8	2	423	717	50	25	96	600
5	1	1	1	8	3	728	704	226	29	0	04/27.FIXER
5	1	1	1	8	4	1600	682	8	23	93	1
5	1	1	1	8	5	1729	672	219	29	0	35.0000
5	1	1	1	8	6	2158	664	69	24	77	33.00
5	1	1	1	8	7	2351	658	16	24	96	5
4	1	1	1	9	0	105	700	2264	103	-1	
5	1	1	1	9	1	105	755	501	48	0	Hisinalils)3004K24A020525
5	1	1	1	9	2	734	745	227	30	0	1228IVSET1
5	1	1	1	9	3	1600	724	10	23	95	1
5	1	1	1	9	4	1715	715	234	29	2	120,000.00
5	1	1	1	9	5	2146	705	82	25	96	120.00
5	1	1	1	9	6	2353	700	16	24	96	5
4	1	1	1	10	0	154	740	2215	116	-1	
5	1	1	1	10	1	121	806	60	50	43	Hee
5	1	1	1	10	2	242	798	350	34	0	,3004D2372509A
5	1	1	1	10	3	731	778	567	40	0	07/27ERIDOT1.5GM(CEFTRIAXONE
5	1	1	1	10	4	1600	767	16	24	96	3
5	1	1	1	10	5	1698	754	112	48	96	1999.00
5	1	1	1	10	6	1895	757	55	24	92	0,00
5	1	1	1	10	7	2128	740	101	48	0	997.00
5	1	1	1	10	8	2339	742	30	24	96	12
4	1	1	1	11	0	123	777	2248	122	-1	
5	1	1	1	11	1	123	852	68	47	32	BD
5	1	1	1	11	2	213	823	34	72	61	i
5	1	1	1	11	3	289	841	334	34	0	3004.BM14D2503A
5	1	1	1	11	4	732	820	578	39	0	07/27FLUTECH2GM(FLUCLOXACIL
5	1	1	1	11	5	1601	800	350	33	0	21999.000.00
5	1	1	1	11	6	2130	777	101	52	96	3998.00
5	1	1	1	11	7	2340	784	31	24	96	12
4	1	1	1	12	0	116	827	2256	116	-1	
5	1	1	1	12	1	116	886	76	57	14	iB
5	1	1	1	12	2	230	884	364	49	0	53004-DOB92404A
5	1	1	1	12	3	734	863	574	40	0	06/26ZONEG1200MG(GLUTATHION
5	1	1	1	12	4	1603	843	350	33	0	22450.000.00
5	1	1	1	12	5	2130	833	102	24	92	4900.00
5	1	1	1	12	6	2356	827	16	24	90	0
4	1	1	1	13	0	110	870	2263	114	-1	
5	1	1	1	13	1	110	932	88	52	0	ith
5	1	1	1	13	2	230	925	347	48	0	19018-SN312292
5	1	1	1	13	3	735	910	445	35	0	02/27EMESET2MG2MLINJ.
5	1	1	1	13	4	1605	894	14	25	96	3
5	1	1	1	13	5	1738	886	216	28	0	13.35-0.00
5	1	1	1	13	6	2163	875	69	24	95	40.05
5	1	1	1	13	7	2342	870	31	24	96	12
4	1	1	1	14	0	108	912	2266	118	-1	
5	1	1	1	14	1	108	974	83	53	27	ah
5	1	1	1	14	2	231	956	20	74	47	4
5	1	1	1	14	3	292	967	319	35	0	3004D24AM020G
5	1	1	1	14	4	736	954	391	34	0	09/26ESOMAN40MGINJ
5	1	1	1	14	5	1605	937	15	24	96	2
5	1	1	1	14	6	1719	928	236	29	0	430.000.00
5	1	1	1	14	7	2150	920	84	23	63	860.00
5	1	1	1	14	8	2344	912	30	25	96	12
4	1	1	1	15	0	110	956	2266	117	-1	
5	1	1	1	15	1	110	1021	7	36	0	P
5	1	1	1	15	2	138	1013	62	60	43	(Fi
5	1	1	1	15	3	242	1016	112	37	0	3002
5	1	1	1	15	4	432	1011	140	29	89	T393L619
5	1	1	1	15	5	738	996	394	33	0	08/26NEOMOLIV100ML
5	1	1	1	15	6	1607	979	16	25	96	3
5	1	1	1	15	7	1721	966	96	44	72	522.00
5	1	1	1	15	8	1902	970	54	24	93	0,00
5	1	1	1	15	9	2139	961	96	24	92	1566.00
5	1	1	1	15	10	2361	956	15	24	96	5
4	1	1	1	16	0	111	998	2265	120	-1	
5	1	1	1	16	1	111	1067	34	51	17	i
5	1	1	1	16	2	163	1062	31	50	39	2,
5	1	1	1	16	3	250	1055	304	46	0	1,90180325009
5	1	1	1	16	4	740	1038	427	35	0	04/28BUSCOGASTINJIML
5	1	1	1	16	5	1607	1022	17	24	97	2
5	1	1	1	16	6	1742	1013	216	28	0	12.800,00
5	1	1	1	16	7	2168	1003	69	25	92	25.60
5	1	1	1	16	8	2346	998	30	23	92	12
4	1	1	1	17	0	133	1040	2245	128	-1	
5	1	1	1	17	1	133	1102	33	66	40	ih
5	1	1	1	17	2	184	1097	377	43	0	ii)3003-PA24114
5	1	1	1	17	3	740	1081	373	33	0	09/26DYNAPARAQINI
5	1	1	1	17	4	1609	1063	15	25	96	2
5	1	1	1	17	5	1741	1054	218	30	0	43.600.00
5	1	1	1	17	6	2169	1046	69	24	96	87.20
5	1	1	1	17	7	2347	1040	31	24	94	12
4	1	1	1	18	0	114	1081	2265	130	-1	
5	1	1	1	18	1	114	1152	82	44	16	Hike
5	1	1	1	18	2	237	1143	31	68	0	iy
5	1	1	1	18	3	298	1137	324	34	0	3004BMT24-004A
5	1	1	1	18	4	741	1124	354	32	0	03/26VIMZOTECHINJ
5	1	1	1	18	5	1612	1097	348	34	0	11700.00-0.00
5	1	1	1	18	6	2142	1088	97	26	92	1700.00
5	1	1	1	18	7	2348	1081	31	25	96	12
4	1	1	1	19	0	129	1125	2251	118	-1	
5	1	1	1	19	1	129	1171	25	69	80	i
5	1	1	1	19	2	167	1197	31	46	33	i
5	1	1	1	19	3	240	1181	340	49	0	H)3004-2520087E
5	1	1	1	19	4	743	1161	523	39	0	01/28MUCAINEMINTGEL200ML
5	1	1	1	19	5	1613	1149	11	24	95	1
5	1	1	1	19	6	1726	1139	235	30	0	267.360.00
5	1	1	1	19	7	2156	1130	85	26	96	267.36
5	1	1	1	19	8	2350	1125	30	24	96	12
4	1	1	1	20	0	106	1159	2276	118	-1	
5	1	1	1	20	1	106	1224	255	53	0	BeisHi3004
5	1	1	1	20	2	440	1222	170	29	90	MPF252125
5	1	1	1	20	3	748	1206	418	35	0	11/26ARISTOZYME200ML
5	1	1	1	20	4	1615	1192	10	24	95	1
5	1	1	1	20	5	1730	1182	233	29	0	162,000.00
5	1	1	1	20	6	2161	1159	81	52	96	162.00
5	1	1	1	20	7	2351	1167	31	24	96	12
4	1	1	1	21	0	108	1210	2276	111	-1	
5	1	1	1	21	1	108	1271	87	50	24	Hie
5	1	1	1	21	2	240	1250	32	66	67	q
5	1	1	1	21	3	302	1265	66	42	95	3004
5	1	1	1	21	4	440	1260	170	42	57	A2510871TM
5	1	1	1	21	5	746	1248	469	36	0	01/27.APTIVATESYP1200ML
5	1	1	1	21	6	1616	1234	10	23	95	1
5	1	1	1	21	7	1730	1227	94	27	82	186.00
5	1	1	1	21	8	1910	1224	55	25	93	0.00
5	1	1	1	21	9	2162	1216	82	24	95	186.00
5	1	1	1	21	10	2368	1210	16	24	96	5
4	1	1	1	22	0	109	1252	2276	118	-1	
5	1	1	1	22	1	109	1315	103	48	0	he
5	1	1	1	22	2	242	1314	20	56	61	i
5	1	1	1	22	3	303	1307	306	34	0	3004SPA243770
5	1	1	1	22	4	751	1294	340	32	0	11/26OSOLAC100ML
5	1	1	1	22	5	1617	1277	10	23	95	1
5	1	1	1	22	6	1732	1270	94	26	80	129.15
5	1	1	1	22	7	1912	1267	54	24	85	0,00
5	1	1	1	22	8	2163	1257	80	25	95	129.15
5	1	1	1	22	9	2370	1252	15	23	96	5
4	1	1	1	23	0	110	1295	2277	142	-1	
5	1	1	1	23	1	110	1338	81	99	20	Hi
5	1	1	1	23	2	259	1350	354	33	0	30042501002281
5	1	1	1	23	3	748	1339	259	30	0	07/27NSSOOML
5	1	1	1	23	4	1617	1318	15	25	97	2
5	1	1	1	23	5	1733	1309	233	30	0	100.200.00
5	1	1	1	23	6	2161	1301	85	24	91	200.40
5	1	1	1	23	7	2353	1295	34	24	96	28
4	1	1	1	24	0	111	1333	2276	105	-1	
5	1	1	1	24	1	111	1393	487	50	0	BAiseiity,3004LSOD4174
5	1	1	1	24	2	750	1382	258	29	0	06/27NS100ML
5	1	1	1	24	3	1617	1361	17	22	96	4
5	1	1	1	24	4	1749	1346	79	49	96	47.00
5	1	1	1	24	5	1914	1341	54	49	96	0.00
5	1	1	1	24	6	2166	1333	82	49	96	188.00
5	1	1	1	24	7	2373	1336	14	25	96	5
4	1	1	1	25	0	113	1380	2276	105	-1	
5	1	1	1	25	1	113	1437	464	48	0	BEHBi,9018PTDS915
5	1	1	1	25	2	751	1423	298	32	0	05/302MLDS2ML
5	1	1	1	25	3	1620	1404	16	24	96	5
