level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1545	2000	-1	
2	1	1	0	0	0	47	186	1431	1650	-1	
3	1	1	1	0	0	47	186	1431	1650	-1	
4	1	1	1	1	0	60	186	1305	30	-1	
5	1	1	1	1	1	60	194	57	12	0	Lame
5	1	1	1	1	2	683	186	66	30	0	PWNo
5	1	1	1	1	3	1137	188	228	19	0	BHNoINT2043376
4	1	1	1	2	0	48	912	1430	32	-1	
5	1	1	1	2	1	48	912	1430	32	0	TotmDiscount8.00Y
4	1	1	1	3	0	1321	956	130	20	-1	
5	1	1	1	3	1	1321	956	130	20	61	2,208,763.00
4	1	1	1	4	0	74	1089	1377	32	-1	
5	1	1	1	4	1	74	1089	147	32	0	BillofSuppty
5	1	1	1	4	2	299	1094	161	17	0	INT2043376
5	1	1	1	4	3	1321	1094	130	20	63	2,209,763.00
4	1	1	1	5	0	77	1126	1374	31	-1	
5	1	1	1	5	1	77	1126	121	31	0	TaxInvoice
5	1	1	1	5	2	308	1135	4	12	38	g
5	1	1	1	5	3	1409	1130	42	17	96	0.00
4	1	1	1	6	0	73	1168	1379	23	-1	
5	1	1	1	6	1	73	1168	254	23	0	TotalPayableAmount
5	1	1	1	6	2	1311	1169	141	22	64	2,209,763.00
4	1	1	1	7	0	77	1209	1374	20	-1	
5	1	1	1	7	1	77	1212	247	17	0	AuthortartionAmount(1
5	1	1	1	7	2	1409	1209	42	17	95	0.00
4	1	1	1	8	0	74	1312	1377	27	-1	
5	1	1	1	8	1	74	1318	391	21	0	Depostt((Cash0.00,NonCash0.00)
5	1	1	1	8	2	1409	1312	42	17	91	0.00
4	1	1	1	9	0	73	1348	1378	38	-1	
5	1	1	1	9	1	73	1348	76	38	0	ToPay
5	1	1	1	9	2	1321	1356	130	20	46	2,208,763,00
4	1	1	1	10	0	73	1386	1378	30	-1	
5	1	1	1	10	1	73	1386	138	30	0	TobeRefund
5	1	1	1	10	2	1409	1394	42	17	95	0.00
4	1	1	1	11	0	74	1423	1377	32	-1	
5	1	1	1	11	1	74	1423	127	32	0	NetPayable
5	1	1	1	11	2	1321	1429	130	20	73	2,209,763.00
4	1	1	1	12	0	78	1470	174	21	-1	
5	1	1	1	12	1	78	1470	174	21	0	PaymentDetalls
4	1	1	1	13	0	77	1503	833	17	-1	
5	1	1	1	13	1	77	1503	833	17	0	InterimbillenountInwordsTwenty-TwoLekheNineThousendSevenHundredStcty-ThreeOnly
4	1	1	1	14	0	74	1532	460	31	-1	
5	1	1	1	14	1	74	1532	115	31	0	NoTaxfsP
5	1	1	1	14	2	235	1536	299	17	0	bieonReverseChargeBasle
4	1	1	1	15	0	991	1602	460	39	-1	
5	1	1	1	15	1	991	1602	221	39	0	OutstandingAmount
5	1	1	1	15	2	1321	1610	130	15	0	29nOTeoAN
4	1	1	1	16	0	64	1668	1353	31	-1	
5	1	1	1	16	1	64	1668	132	31	0	wwimwiawuo
5	1	1	1	16	2	1265	1672	152	17	8	vashler/idanag
4	1	1	1	17	0	189	1702	1196	20	-1	
5	1	1	1	17	1	189	1702	1196	20	0	ThisIntericaBalgemeratedasrequestedbyPatientforiaformationpurposeonlyanddoesmothaveanyfimanctaltmplicatiens.
4	1	1	1	18	0	189	1732	1100	21	-1	
5	1	1	1	18	1	189	1732	1100	21	0	ThefinalBillamountmayvarydepeadimgonactualcomsumptionefservicesandmedicinesatthetimeofdischarge.
4	1	1	1	19	0	47	1814	1308	22	-1	
5	1	1	1	19	1	47	1814	776	22	0	DisclaimerAlltheabovedatesindicatedasDate8Timeoftheentryonly
5	1	1	1	19	2	1228	1815	127	21	0	Page2of90
