level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1545	2000	-1	
2	1	1	0	0	0	119	231	1306	1700	-1	
3	1	1	1	0	0	119	231	1306	1700	-1	
4	1	1	1	1	0	119	231	828	46	-1	
5	1	1	1	1	1	119	231	167	46	0	PationtRegnNo
5	1	1	1	1	2	880	249	67	18	0	BillNo
4	1	1	1	2	0	119	282	1123	30	-1	
5	1	1	1	2	1	119	282	140	30	0	PatientName
5	1	1	1	2	2	422	292	4	12	0	t
5	1	1	1	2	3	876	282	90	30	0	BillDate
5	1	1	1	2	4	1115	286	127	19	29	19/11/2025
4	1	1	1	3	0	119	319	999	32	-1	
5	1	1	1	3	1	119	319	166	32	0	AdmissionDate
5	1	1	1	3	2	422	324	190	18	0	04/11720250117
5	1	1	1	3	3	881	319	87	32	93	Sponsor
5	1	1	1	3	4	1115	329	3	13	0	t
4	1	1	1	4	0	581	463	844	23	-1	
5	1	1	1	4	1	581	463	211	18	0	Iea/retDtBatch
5	1	1	1	4	2	884	463	97	23	0	ExpDate
5	1	1	1	4	3	1121	463	171	23	0	Qty-Gross
5	1	1	1	4	4	1387	463	38	18	93	Net
4	1	1	1	5	0	123	502	314	23	-1	
5	1	1	1	5	1	123	502	314	23	4	Drugs/Surgical/Comsumablkes
4	1	1	1	6	0	123	555	189	18	-1	
5	1	1	1	6	1	123	555	189	18	0	NonDPCO/NPPA
4	1	1	1	7	0	123	595	144	18	-1	
5	1	1	1	7	1	123	595	144	18	0	BloodContre
4	1	1	1	8	0	124	634	221	23	-1	
5	1	1	1	8	1	124	634	221	23	0	SurgicalDisposables
4	1	1	1	9	0	157	670	1266	24	-1	
5	1	1	1	9	1	157	671	277	23	0	BLOODSET(ROMSON)
5	1	1	1	9	2	610	670	342	19	0	04/11/2025K25G020039Jun-30
5	1	1	1	9	3	1108	671	315	18	0	1NO-237.05237.05
4	1	1	1	10	0	157	708	1266	23	-1	
5	1	1	1	10	1	157	708	277	23	0	BLOODSET(ROMSON)
5	1	1	1	10	2	610	708	342	19	0	05/11/2025K25G020039Jun-30
5	1	1	1	10	3	1109	708	314	19	0	1NO-237.05.--237.05
4	1	1	1	11	0	157	745	1266	24	-1	
5	1	1	1	11	1	157	746	277	23	0	BLOODSET(ROMSON)
5	1	1	1	11	2	610	745	342	19	0	05/11/2025K25G020039Jun-30
5	1	1	1	11	3	1109	746	314	18	0	1NO-237.05.--237.05
4	1	1	1	12	0	148	778	1276	46	-1	
5	1	1	1	12	1	148	778	58	46	96	Total
5	1	1	1	12	2	1224	796	200	18	0	W1AS-TLAS
4	1	1	1	13	0	124	835	270	18	-1	
5	1	1	1	13	1	124	835	270	18	0	CentralStore-Medicine
4	1	1	1	14	0	123	874	181	23	-1	
5	1	1	1	14	1	123	874	181	23	0	Druga/Medicines
4	1	1	1	15	0	157	911	1266	19	-1	
5	1	1	1	15	1	157	911	310	19	0	BABYMASSAGE100MLOIL
5	1	1	1	15	2	610	911	342	19	0	04/11/2025592500965Fun-27
5	1	1	1	15	3	1052	911	371	19	0	1BOTTLE12458-124.58
4	1	1	1	16	0	158	949	1134	18	-1	
5	1	1	1	16	1	158	949	393	18	0	STERILEWATERFORINJECTIONS
5	1	1	1	16	2	1149	949	10	18	95	3
5	1	1	1	16	3	1249	949	43	18	41	ha
4	1	1	1	17	0	157	963	1267	34	-1	
5	1	1	1	17	1	157	979	201	18	0	IP.10MLAMANTA
5	1	1	1	17	2	610	963	550	34	0	O4/L1/20251TS45068Mar-29AwepOULES
5	1	1	1	17	3	1381	963	43	18	32	teat
4	1	1	1	18	0	158	1016	1132	19	-1	
5	1	1	1	18	1	158	1016	393	19	0	STERILEWATERFORINJECTIONS
5	1	1	1	18	2	1226	1016	64	19	94	107.61
4	1	1	1	19	0	157	1013	1265	52	-1	
5	1	1	1	19	1	157	1047	147	18	0	Srgoont
5	1	1	1	19	2	610	1030	342	19	0	04/11/2025111253397Jum-28
5	1	1	1	19	3	1089	1013	77	46	66	1VIAL
5	1	1	1	19	4	1358	1030	64	19	93	107.61
4	1	1	1	20	0	157	1083	1267	24	-1	
5	1	1	1	20	1	157	1084	276	23	0	AQUAPLUSNS100MLIV
5	1	1	1	20	2	610	1083	335	19	0	04/11/20252501041356Jul-27
5	1	1	1	20	3	1052	1084	240	18	0	1BOTILE-44,90
5	1	1	1	20	4	1368	1084	56	18	75	44,90
4	1	1	1	21	0	157	1104	1267	46	-1	
