level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1545	2000	-1	
2	1	1	0	0	0	119	245	1302	1686	-1	
3	1	1	1	0	0	119	245	1302	1686	-1	
4	1	1	1	1	0	119	245	999	31	-1	
5	1	1	1	1	1	119	245	167	31	0	PatientRegnNo
5	1	1	1	1	2	876	245	75	31	18	BillNo
4	1	1	1	2	0	119	275	1123	43	-1	
5	1	1	1	2	1	119	275	140	42	0	PatientName
5	1	1	1	2	2	876	275	90	43	0	BillDate
5	1	1	1	2	3	1115	286	127	19	0	19/11/2025
4	1	1	1	3	0	119	319	999	33	-1	
5	1	1	1	3	1	119	319	165	33	0	AdonissionDeto
5	1	1	1	3	2	422	323	190	19	0	04/11/20250117
5	1	1	1	3	3	881	319	87	33	87	Sponsor
5	1	1	1	3	4	1115	329	3	13	45	8
4	1	1	1	4	0	884	459	537	31	-1	
5	1	1	1	4	1	884	463	105	18	0	OrderDt.
5	1	1	1	4	2	1114	459	47	31	96	Qty
5	1	1	1	4	3	1224	459	68	31	92	Gross
5	1	1	1	4	4	1384	463	37	18	96	Net
4	1	1	1	5	0	154	498	1267	33	-1	
5	1	1	1	5	1	154	498	314	33	0	SYRINGE/INFUSIONPUMP
5	1	1	1	5	2	933	498	94	33	55	O7/11/25
5	1	1	1	5	3	1108	503	313	22	0	4No1,320.00-1,214.40
4	1	1	1	6	0	157	540	1264	23	-1	
5	1	1	1	6	1	157	540	503	23	0	ADVANCEDVENTILATION(BEAR750)-HFO
5	1	1	1	6	2	937	540	87	18	63	OT/LL/25
5	1	1	1	6	3	1110	540	311	22	0	1No3,000.002,760.00
4	1	1	1	7	0	158	574	1263	31	-1	
5	1	1	1	7	1	158	577	411	24	0	SINGLECHANNELMONITOR(NICU)
5	1	1	1	7	2	937	577	87	19	93	08/11/25
5	1	1	1	7	3	1111	578	46	17	78	1No
5	1	1	1	7	4	1221	574	68	31	96	350.00
5	1	1	1	7	5	1352	578	69	18	88	322.00
4	1	1	1	8	0	158	610	1263	33	-1	
5	1	1	1	8	1	158	614	306	19	0	SYRINGE/INFUSIONPUMP
5	1	1	1	8	2	937	614	87	19	91	08/11/25
5	1	1	1	8	3	1110	615	47	18	90	1No
5	1	1	1	8	4	1221	610	68	33	96	330.00
5	1	1	1	8	5	1352	615	69	18	96	303.60
4	1	1	1	9	0	157	647	1264	33	-1	
5	1	1	1	9	1	157	652	503	23	0	ADVANCEDVENTILATION(BEAR750)-HFO
5	1	1	1	9	2	937	647	90	33	91	08/11/25
5	1	1	1	9	3	1110	652	311	22	0	1No3,000.002,760.00
4	1	1	1	10	0	157	689	1264	24	-1	
5	1	1	1	10	1	157	689	503	24	0	ADVANCEDVENTILATION(BEAR750)-HFO
5	1	1	1	10	2	937	689	88	19	23	09/11/25
5	1	1	1	10	3	1110	690	311	21	0	1No3,000.002,760.00
4	1	1	1	11	0	158	722	1263	33	-1	
5	1	1	1	11	1	158	727	411	23	0	SINGLECHANNELMONITOR(NICU)
5	1	1	1	11	2	937	726	88	19	0	OO/11L/25
5	1	1	1	11	3	1111	727	46	18	81	1No
5	1	1	1	11	4	1221	722	68	33	96	350.00
5	1	1	1	11	5	1352	727	69	18	94	322.00
4	1	1	1	12	0	158	761	1263	30	-1	
5	1	1	1	12	1	158	764	306	19	0	SYRINGE/INFUSIONPUMP
5	1	1	1	12	2	937	764	88	19	71	09/11/25
5	1	1	1	12	3	1108	764	49	18	91	4No
5	1	1	1	12	4	1203	761	86	30	96	1,320.00
5	1	1	1	12	5	1335	764	86	22	95	1,214.40
4	1	1	1	13	0	157	801	1264	24	-1	
5	1	1	1	13	1	157	801	503	24	0	ADVANCEDVENTILATION(BEAR750)-HFO
5	1	1	1	13	2	939	801	85	19	96	10/11/25
5	1	1	1	13	3	1110	802	311	22	0	1No3,000.00.2,760.00
4	1	1	1	14	0	157	839	1264	23	-1	
5	1	1	1	14	1	157	839	503	23	0	ADVANCEDVENTILATION(BEAR750)-HFO
5	1	1	1	14	2	939	839	85	18	95	11/11/25
5	1	1	1	14	3	1111	839	310	22	0	1No3,000.002,760.00
4	1	1	1	15	0	158	872	1263	33	-1	
5	1	1	1	15	1	158	876	306	19	0	SYRINGE/INFUSIONPUMP
5	1	1	1	15	2	939	872	87	33	22	1/11/25
5	1	1	1	15	3	1108	877	313	21	0	4No1,320.00-1,214.40
4	1	1	1	16	0	158	909	1263	33	-1	
5	1	1	1	16	1	158	914	411	23	0	SINGLECHANNELMONITOR(NICU)
5	1	1	1	16	2	939	913	85	19	94	11/11/25
5	1	1	1	16	3	1110	914	47	18	90	1No
5	1	1	1	16	4	1221	909	68	33	96	350.00
5	1	1	1	16	5	1352	914	69	18	95	322.00
4	1	1	1	17	0	157	951	1264	23	-1	
5	1	1	1	17	1	157	951	503	23	0	ADVANCEDVENTILATION(BEAR750)-HFO
5	1	1	1	17	2	939	951	86	19	49	12/11/25
5	1	1	1	17	3	1111	952	46	17	23	1No
5	1	1	1	17	4	1201	951	220	22	0	3,000.002,760.00
4	1	1	1	18	0	158	988	1263	23	-1	
5	1	1	1	18	1	158	988	306	19	0	SYRINGE/INFUSIONPUMP
5	1	1	1	18	2	939	988	85	19	95	12/11/25
5	1	1	1	18	3	1108	989	313	22	0	4No1,320.00-1,214.40
4	1	1	1	19	0	158	1021	1263	33	-1	
5	1	1	1	19	1	158	1026	411	23	0	SINGLECHANNELMONITOR(NICU)
5	1	1	1	19	2	939	1021	87	33	96	12/11/25
5	1	1	1	19	3	1110	1026	47	18	91	1No
5	1	1	1	19	4	1221	1021	68	33	95	350.00
5	1	1	1	19	5	1352	1026	69	18	96	322.00
4	1	1	1	20	0	157	1059	1264	33	-1	
5	1	1	1	20	1	157	1063	503	24	0	ADVANCEDVENTILATION(BEAR750)-HFO
5	1	1	1	20	2	939	1059	90	33	94	13/11/25
5	1	1	1	20	3	1111	1063	310	22	0	1No3,000.002,760.00
4	1	1	1	21	0	158	1096	1263	33	-1	
5	1	1	1	21	1	158	1101	411	23	0	SINGLECHANNELMONITOR(NICU)
5	1	1	1	21	2	939	1100	86	19	95	13/11/25
5	1	1	1	21	3	1110	1101	47	18	89	1No
5	1	1	1	21	4	1221	1096	68	33	96	350.00
5	1	1	1	21	5	1352	1101	69	18	96	322.00
4	1	1	1	22	0	158	1133	1263	33	-1	
5	1	1	1	22	1	158	1138	306	18	0	SYRINGE/INFUSIONPUMP
5	1	1	1	22	2	939	1133	87	33	95	13/11/25
5	1	1	1	22	3	1108	1138	313	22	0	4No1,320.00-1,214.40
4	1	1	1	23	0	157	1175	1264	23	-1	
5	1	1	1	23	1	157	1176	351	18	0	CONVENTIONALVENTILATOR
5	1	1	1	23	2	939	1175	85	19	95	14/11/25
5	1	1	1	23	3	1110	1176	311	22	0	1No2,000.00-1,840.00
4	1	1	1	24	0	158	1208	1263	33	-1	
5	1	1	1	24	1	158	1213	411	23	0	SINGLECHANNELMONITOR(NICU)
5	1	1	1	24	2	939	1213	85	18	95	14/11/25
5	1	1	1	24	3	1111	1213	46	18	86	1No
5	1	1	1	24	4	1221	1208	68	33	96	350.00
5	1	1	1	24	5	1352	1213	69	18	95	322.00
4	1	1	1	25	0	158	1245	1263	33	-1	
5	1	1	1	25	1	158	1250	306	19	0	SYRINGE/INFUSIONPUMP
5	1	1	1	25	2	939	1245	90	33	93	14/11/25
5	1	1	1	25	3	1108	1250	313	22	0	4No1,320.00-1,214.40
4	1	1	1	26	0	158	1283	1263	33	-1	
5	1	1	1	26	1	158	1288	411	23	0	SINGLECHANNELMONITOR(NICU)
5	1	1	1	26	2	939	1287	85	19	95	14/11/25
5	1	1	1	26	3	1111	1288	46	18	85	1No
5	1	1	1	26	4	1221	1283	68	33	95	350.00
5	1	1	1	26	5	1352	1288	69	18	95	322.00
4	1	1	1	27	0	157	1321	1264	31	-1	
5	1	1	1	27	1	157	1325	351	18	0	CONVENTIONALVENTILATOR.
5	1	1	1	27	2	939	1325	86	18	58	1S5/LL/25
5	1	1	1	27	3	1111	1326	46	17	59	1No
5	1	1	1	27	4	1201	1321	88	31	96	2,000.00
5	1	1	1	27	5	1335	1325	86	22	96	1,840.00
4	1	1	1	28	0	158	1357	1263	34	-1	
