level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1545	2000	-1	
2	1	1	0	0	0	119	249	1302	1682	-1	
3	1	1	1	0	0	123	249	824	23	-1	
4	1	1	1	1	0	123	249	824	23	-1	
5	1	1	1	1	1	123	249	163	23	0	PatientRegnNo
5	1	1	1	1	2	422	255	19	12	24	be
5	1	1	1	1	3	880	249	67	18	80	BillNo
3	1	1	2	0	0	119	282	1123	32	-1	
4	1	1	2	1	0	119	282	1123	32	-1	
5	1	1	2	1	1	119	282	142	32	0	PatientNameo
5	1	1	2	1	2	422	292	4	12	79	B
5	1	1	2	1	3	876	282	91	32	0	BillDate
5	1	1	2	1	4	1115	286	127	19	0	219/11/2025
3	1	1	3	0	0	119	319	845	33	-1	
4	1	1	3	1	0	119	319	845	33	-1	
5	1	1	3	1	1	119	319	165	33	0	AdonissionDeto
5	1	1	3	1	2	422	323	190	19	0	04/11/20250117
5	1	1	3	1	3	881	324	83	23	92	Sponsor
3	1	1	4	0	0	884	459	537	31	-1	
4	1	1	4	1	0	884	459	537	31	-1	
5	1	1	4	1	1	884	463	105	18	0	OrderDt.
5	1	1	4	1	2	1114	459	47	31	95	Qty
5	1	1	4	1	3	1224	459	68	31	89	Gross
5	1	1	4	1	4	1384	463	37	18	96	Net
3	1	1	5	0	0	148	494	1273	975	-1	
4	1	1	5	1	0	157	494	1264	33	-1	
5	1	1	5	1	1	157	499	378	18	0	BLOODSUGARBYGLUCOMETER
5	1	1	5	1	2	939	494	90	33	95	13/11/25
5	1	1	5	1	3	1111	499	46	18	80	1No
5	1	1	5	1	4	1230	494	59	33	96	80.00
5	1	1	5	1	5	1365	499	56	18	91	73.60
4	1	1	5	2	0	157	532	1264	32	-1	
5	1	1	5	2	1	157	537	378	18	0	BLOODSUGARBYGLUCOMETER
5	1	1	5	2	2	939	532	90	32	92	13/11/25
5	1	1	5	2	3	1110	537	47	18	90	1No
5	1	1	5	2	4	1230	532	59	32	90	80.00
5	1	1	5	2	5	1365	536	56	19	87	73.60
4	1	1	5	3	0	157	569	1264	33	-1	
5	1	1	5	3	1	157	574	378	18	0	BLOODSUGARBYGLUCOMETER
5	1	1	5	3	2	939	573	85	19	95	13/11/25
5	1	1	5	3	3	1108	574	49	18	91	4No
5	1	1	5	3	4	1221	569	68	33	96	320.00
5	1	1	5	3	5	1352	574	69	18	96	294.40
4	1	1	5	4	0	153	606	1268	33	-1	
5	1	1	5	4	1	153	606	385	33	0	BLOODSUGARBYGLUCOMETER
5	1	1	5	4	2	939	606	90	33	94	13/11/25
5	1	1	5	4	3	1111	611	46	18	85	1No
5	1	1	5	4	4	1230	607	59	32	96	80.00
