level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1545	2000	-1	
2	1	1	0	0	0	158	402	1249	1456	-1	
3	1	1	1	0	0	668	402	227	26	-1	
4	1	1	1	1	0	668	402	227	26	-1	
5	1	1	1	1	1	668	402	227	26	0	IPBILL(Provistonal)
3	1	1	2	0	0	162	434	926	49	-1	
4	1	1	2	1	0	162	434	926	49	-1	
5	1	1	2	1	1	162	453	179	18	0	PeteatNeme2/
5	1	1	2	1	2	898	434	70	49	0	BMX,
3	1	1	3	0	0	161	469	1038	48	-1	
4	1	1	3	1	0	161	469	1038	48	-1	
5	1	1	3	1	1	161	486	164	21	0	PatentAddrenyz
5	1	1	3	1	2	898	469	80	48	0	BtDate
5	1	1	3	1	3	1081	484	118	18	0	3Batuaogs
3	1	1	4	0	0	161	516	1125	23	-1	
4	1	1	4	1	0	161	516	1125	23	-1	
5	1	1	4	1	1	161	520	164	19	0	PatiestPhone1
5	1	1	4	1	2	902	516	384	20	0	DabeofAdminalon5TA1U20280314AM
3	1	1	5	0	0	159	539	1130	48	-1	
4	1	1	5	1	0	159	539	1130	48	-1	
5	1	1	5	1	1	159	539	68	48	0	LP,Ha.
5	1	1	5	1	2	902	550	387	23	0	DakeofDlacharge12411220251231PM
3	1	1	6	0	0	158	572	830	48	-1	
4	1	1	6	1	0	158	572	830	48	-1	
5	1	1	6	1	1	158	572	48	48	27	uaF
5	1	1	6	1	2	902	586	86	22	14	Bpectalty
3	1	1	7	0	0	158	615	930	34	-1	
4	1	1	7	1	0	158	615	930	34	-1	
5	1	1	7	1	1	158	618	68	31	63	Dector
5	1	1	7	1	2	320	626	4	13	59	3
5	1	1	7	1	3	897	615	104	32	0	WeardTypa
5	1	1	7	1	4	1082	623	6	14	54	8
3	1	1	8	0	0	164	650	924	34	-1	
4	1	1	8	1	0	164	650	924	34	-1	
5	1	1	8	1	1	164	657	160	22	0	PayerNemej
5	1	1	8	1	2	898	650	74	34	0	BadNo
3	1	1	9	0	0	163	825	1241	70	-1	
4	1	1	9	1	0	163	825	1241	22	-1	
5	1	1	9	1	1	163	827	368	20	0	vonuz0zs--ECHO.SCREENINGS
5	1	1	9	1	2	895	827	256	20	0	191,500.00a.00
5	1	1	9	1	3	1238	825	166	20	0	nco1,400.08
4	1	1	9	2	0	1238	874	164	21	-1	
5	1	1	9	2	1	1238	874	164	21	0	0.00A,TAbOe
3	1	1	10	0	0	171	923	154	19	-1	
4	1	1	10	1	0	171	923	154	19	-1	
5	1	1	10	1	1	171	923	154	19	0	DOCTORViSTTS
3	1	1	11	0	0	165	954	1239	28	-1	
4	1	1	11	1	0	165	954	1239	28	-1	
5	1	1	11	1	1	165	957	468	22	0	1W1172025-PAEDIATTOCS-IPDOCTORVISIT
5	1	1	11	1	2	883	955	268	27	3	10150000000
5	1	1	11	1	3	1238	954	166	21	0	0.co27,000.08
3	1	1	12	0	0	163	989	1241	30	-1	
4	1	1	12	1	0	163	989	1241	30	-1	
5	1	1	12	1	1	163	992	469	27	0	ZANU2OZS-PAEDRATRIGS-PDOOTORViSIT
5	1	1	12	1	2	894	991	257	20	10	a
5	1	1	12	1	3	1238	989	166	21	0	aco6200,00
3	1	1	13	0	0	163	1025	1242	71	-1	
4	1	1	13	1	0	163	1025	1242	26	-1	
5	1	1	13	1	1	163	1027	359	24	0	ZA1W2025AuotogyConmtaion
5	1	1	13	1	2	894	1026	257	20	29	106800000
