level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1545	2000	-1	
2	1	1	0	0	0	150	406	1262	1455	-1	
3	1	1	1	0	0	154	406	1258	1455	-1	
4	1	1	1	1	0	666	406	227	25	-1	
5	1	1	1	1	1	666	406	227	25	0	IPBILL(Provisional)
4	1	1	1	2	0	158	441	926	43	-1	
5	1	1	1	2	1	158	443	127	41	0	PetiestName
5	1	1	1	2	2	894	441	69	41	43	BitNo,
4	1	1	1	3	0	162	474	1034	43	-1	
5	1	1	1	3	1	162	477	140	40	0	PadentAddress
5	1	1	1	3	2	894	474	80	40	19	BaiDala
5	1	1	1	3	3	1080	486	116	19	0	52A12025
4	1	1	1	4	0	158	509	1124	41	-1	
5	1	1	1	4	1	158	509	130	41	0	PationtPhone
5	1	1	1	4	2	898	518	384	20	0	DateofAdenisafon111/11/2028.03-14AM
4	1	1	1	5	0	158	544	1128	41	-1	
5	1	1	1	5	1	158	544	69	41	11	LANo,
5	1	1	1	5	2	898	552	388	22	0	DateofCixcharpe24/11/2028-1231PAL
4	1	1	1	6	0	158	586	826	37	-1	
5	1	1	1	6	1	158	586	50	37	66	LRN
5	1	1	1	6	2	898	587	86	23	60	Speciality
4	1	1	1	7	0	158	616	835	36	-1	
5	1	1	1	7	1	158	616	66	36	29	Dowtor
5	1	1	1	7	2	320	628	6	14	0	z
5	1	1	1	7	3	898	621	95	22	0	WardTypa
4	1	1	1	8	0	164	655	801	26	-1	
5	1	1	1	8	1	164	657	161	24	0	PayerNemne
5	1	1	1	8	2	898	655	67	19	0	BedNo
4	1	1	1	9	0	150	740	1258	52	-1	
5	1	1	1	9	1	150	749	54	43	61	Date
5	1	1	1	9	2	298	747	129	43	78	DESCRIPTION
5	1	1	1	9	3	758	740	650	43	0	pRERVICEory,RATEpiscounTaMounrrOOMPANT
4	1	1	1	10	0	156	805	1252	11	-1	
5	1	1	1	10	1	156	805	1252	11	0	oe
4	1	1	1	11	0	164	816	1237	41	-1	
5	1	1	1	11	1	164	831	212	18	0	1e1UzEZs)GRBS
5	1	1	1	11	2	892	828	137	18	0	12110.00
5	1	1	1	11	3	1105	816	45	41	69	0.09
5	1	1	1	11	4	1232	816	44	40	77	0.00
5	1	1	1	11	5	1342	827	59	18	85	110.00
