level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1545	2000	-1	
2	1	1	0	0	0	155	403	1257	1455	-1	
3	1	1	1	0	0	155	403	1257	1455	-1	
4	1	1	1	1	0	668	403	226	26	-1	
5	1	1	1	1	1	668	403	226	26	0	PBILL(Provisional)
4	1	1	1	2	0	161	446	925	31	-1	
5	1	1	1	2	1	161	453	163	18	0	Puterthemst
5	1	1	1	2	2	897	446	73	31	0	BAlNo.
5	1	1	1	2	3	1082	455	4	13	87	1
4	1	1	1	3	0	161	479	1037	32	-1	
5	1	1	1	3	1	161	486	164	18	0	PatentAddress
5	1	1	1	3	2	897	479	80	32	0	falDaie
5	1	1	1	3	3	1082	483	116	19	0	12AN1otes
4	1	1	1	4	0	161	517	1124	20	-1	
5	1	1	1	4	1	161	521	164	16	0	PallentPhooa
5	1	1	1	4	2	901	517	384	20	0	DateofAdenisaian11411/2025Ob14AM
4	1	1	1	5	0	158	550	1131	31	-1	
5	1	1	1	5	1	158	550	70	31	0	UP.No,
5	1	1	1	5	2	319	557	6	14	55	1
5	1	1	1	5	3	902	551	387	21	0	DateofDiecherpe-24/1120028-12-31P
4	1	1	1	6	0	157	582	928	32	-1	
5	1	1	1	6	1	157	584	53	30	63	MRN
5	1	1	1	6	2	320	592	5	13	27	H
5	1	1	1	6	3	898	582	94	31	51	Bpectelty
5	1	1	1	6	4	1082	590	3	13	0	t
4	1	1	1	7	0	158	615	930	35	-1	
5	1	1	1	7	1	158	617	66	33	76	Doctor
5	1	1	1	7	2	320	625	5	15	24	A
5	1	1	1	7	3	895	615	105	33	0	VierdTyes
5	1	1	1	7	4	1082	623	6	14	70	B
4	1	1	1	8	0	160	652	808	30	-1	
5	1	1	1	8	1	160	652	118	30	0	PayarName
5	1	1	1	8	2	319	661	7	14	71	3
5	1	1	1	8	3	902	654	66	18	0	GedNo
4	1	1	1	9	0	164	821	1239	37	-1	
5	1	1	1	9	1	164	827	100	31	0	T24anas
5	1	1	1	9	2	311	825	212	31	0	MONITORCHARGES.
