level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1545	2000	-1	
2	1	1	0	0	0	154	405	1247	1456	-1	
3	1	1	1	0	0	154	405	1247	1456	-1	
4	1	1	1	1	0	667	405	228	27	-1	
5	1	1	1	1	1	667	405	228	27	0	IPBULL(Provistonsal)
4	1	1	1	2	0	161	449	926	34	-1	
5	1	1	1	2	1	161	454	164	17	0	PatestNamnte/
5	1	1	1	2	2	901	449	67	34	0	BNe,
5	1	1	1	2	3	1081	457	6	14	0	z
4	1	1	1	3	0	162	472	1036	49	-1	
5	1	1	1	3	1	162	486	159	20	0	PaientAckoas.
5	1	1	1	3	2	897	472	82	49	0	BaDelo
5	1	1	1	3	3	1081	487	117	19	0	212025
4	1	1	1	4	0	162	518	1123	22	-1	
5	1	1	1	4	1	162	520	159	19	0	PatontPhona.
5	1	1	1	4	2	901	518	384	22	0	DatoofAdmizsion11H11/2028.0314AMM
4	1	1	1	5	0	158	538	1130	49	-1	
5	1	1	1	5	1	158	538	70	49	0	UPN.
5	1	1	1	5	2	901	554	387	22	0	DateofDischarya-2AM1/20281251Ph
4	1	1	1	6	0	157	575	830	40	-1	
5	1	1	1	6	1	157	575	50	40	4	sar
5	1	1	1	6	2	901	590	86	20	24	Spectattly
4	1	1	1	7	0	158	607	927	49	-1	
5	1	1	1	7	1	158	607	66	49	82	Docer
5	1	1	1	7	2	319	626	7	15	0	e
5	1	1	1	7	3	895	607	107	49	0	WardType
4	1	1	1	8	0	164	652	921	33	-1	
5	1	1	1	8	1	164	658	161	22	0	Psyerfamoi
5	1	1	1	8	2	897	652	71	33	0	BedNo
5	1	1	1	8	3	1080	661	5	15	24	9
4	1	1	1	9	0	163	828	1238	21	-1	
5	1	1	1	9	1	163	829	420	20	0	T31uR25-RRUIRUBINDIRECT-SERUM
5	1	1	1	9	2	892	829	256	19	20	1020.00.00
5	1	1	1	9	3	1235	828	166	20	14	0240.00
4	1	1	1	10	0	163	864	1238	20	-1	
5	1	1	1	10	1	163	865	406	19	0	13r142025BILIRUBINTOTAL.-SERUM
5	1	1	1	10	2	892	864	256	18	16	a
5	1	1	1	10	3	1235	864	166	18	0	aoo8240.00
4	1	1	1	11	0	163	899	1238	22	-1	
5	1	1	1	11	1	163	900	331	21	0	Tyivai2s-CALCIM-SERUM
5	1	1	1	11	2	892	899	256	19	26	a
5	1	1	1	11	3	1235	899	166	18	0	00240.00
4	1	1	1	12	0	162	932	1239	25	-1	
5	1	1	1	12	1	162	935	426	22	0	tstyeu2SCRPCREACTIVEPROTEIN
5	1	1	1	12	2	892	932	256	22	0	(
5	1	1	1	12	3	1235	935	166	18	0	ao0600.00
4	1	1	1	13	0	163	968	1238	25	-1	
5	1	1	1	13	1	163	969	441	24	0	13ivaws)-RENALRUNCTIONTESTGFT)
5	1	1	1	13	2	892	970	256	18	0	100Ta00t
5	1	1	1	13	3	1235	968	166	19	0	aco8yan0
4	1	1	1	14	0	163	1003	1238	21	-1	
5	1	1	1	14	1	163	1004	496	20	0	18142025-BLOONGULTUREAND-SeNSITIVITY
5	1	1	1	14	2	892	1004	256	19	0	14ona00.00
5	1	1	1	14	3	1235	1003	166	20	0	001,980.00
4	1	1	1	15	0	163	1039	1238	22	-1	
5	1	1	1	15	1	163	1039	394	22	0	13e12025THYRODOMEFREE(FT4)
5	1	1	1	15	2	891	1039	257	18	35	100d
5	1	1	1	15	3	1235	1039	166	17	0	angs00.00
4	1	1	1	16	0	164	1072	1237	21	-1	
5	1	1	1	16	1	164	1073	491	20	0	13412025THYROAD/STIMULATINGHORMMONEL
5	1	1	1	16	2	891	1072	257	19	8	19m
5	1	1	1	16	3	1235	1072	166	18	0	aoo-300.00
4	1	1	1	17	0	164	1106	1237	25	-1	
5	1	1	1	17	1	164	1107	471	24	0	18112025-COMPLETEEBLOODCOLNT(CBC)
5	1	1	1	17	2	892	1107	256	21	0	190wanoom
5	1	1	1	17	3	1235	1106	166	20	0	oco8380.00
4	1	1	1	18	0	163	1143	1238	21	-1	
5	1	1	1	18	1	163	1143	425	21	0	1eiuz02sORPGREACTIVEPROTEIN
5	1	1	1	18	2	892	1143	256	18	9	OT
5	1	1	1	18	3	1235	1143	166	17	0	asc600.00
4	1	1	1	19	0	164	1176	1237	21	-1	
5	1	1	1	19	1	164	1176	391	21	0	161172026URINGFORKOHMOUNT
5	1	1	1	19	2	891	1176	257	20	9	1
5	1	1	1	19	3	1235	1176	166	18	0	aco8800.00
4	1	1	1	20	0	163	1212	1238	23	-1	
5	1	1	1	20	1	163	1212	425	23	0	tetwau2s-CRPC-RRACTIVAPROTEIN
5	1	1	1	20	2	892	1212	256	17	14	eT
5	1	1	1	20	3	1235	1212	166	17	0	aco00.00
4	1	1	1	21	0	164	1247	1237	20	-1	
5	1	1	1	21	1	164	1247	414	20	0	1enV2025PLATELETCOUNT-BLOOD
5	1	1	1	21	2	892	1247	256	18	6	as
5	1	1	1	21	3	1235	1247	166	18	0	ooo240.00
4	1	1	1	22	0	164	1281	1237	22	-1	
5	1	1	1	22	1	164	1282	394	21	0	1712025OGCLATRLOOD-STOOL
5	1	1	1	22	2	892	1281	256	20	23	10120000
5	1	1	1	22	3	1235	1281	166	19	0	0012000
4	1	1	1	23	0	163	1318	1238	23	-1	
5	1	1	1	23	1	163	1318	470	23	0	teei2028COMPLETE.BLOODCOUNTICBC)
5	1	1	1	23	2	892	1318	256	18	0	190-son0.0
5	1	1	1	23	3	1235	1318	166	17	0	act8-360.00
4	1	1	1	24	0	163	1352	1238	23	-1	
5	1	1	1	24	1	163	1352	425	23	0	ferv20es-CRPC-REACTIVEPROTEIN
5	1	1	1	24	2	884	1352	264	20	0	49nd
5	1	1	1	24	3	1235	1352	166	17	0	aoo800.00
4	1	1	1	25	0	161	1386	1240	22	-1	
5	1	1	1	25	1	161	1386	427	22	0	2O1Y2025CRPC-REACTIVEPROTEN
5	1	1	1	25	2	891	1387	257	19	0	40pao0
5	1	1	1	25	3	1235	1387	166	19	0	om5n.00
4	1	1	1	26	0	161	1419	1240	23	-1	
5	1	1	1	26	1	161	1421	417	21	0	zorti2025-PLATELETCOUNT-BLOOD
5	1	1	1	26	2	893	1420	256	20	17	a
5	1	1	1	26	3	1235	1419	166	21	0	boo-24n.00
4	1	1	1	27	0	161	1455	1240	25	-1	
5	1	1	1	27	1	161	1456	474	24	0	24/1120%5COMPLETEBLOODCOUNTICAG)
5	1	1	1	27	2	891	1456	258	17	1	19300
5	1	1	1	27	3	1236	1455	165	18	0	0fo-360.00
4	1	1	1	28	0	161	1489	1240	24	-1	
5	1	1	1	28	1	161	1491	429	22	0	4U2025GRPC-REACTIVEPROTEIN
5	1	1	1	28	2	892	1489	258	20	18	eT)
5	1	1	1	28	3	1235	1491	166	18	0	oo800.00
4	1	1	1	29	0	1236	1538	165	20	-1	
5	1	1	1	29	1	1236	1538	165	20	0	ast41,160.00
4	1	1	1	30	0	168	1588	122	17	-1	
5	1	1	1	30	1	168	1588	122	17	94	RADIOLOGY
4	1	1	1	31	0	164	1618	1237	23	-1	
5	1	1	1	31	1	164	1621	315	20	0	1iH12025MRAYCHESTAP
5	1	1	1	31	2	892	1618	258	22	0	40s
5	1	1	1	31	3	1236	1618	165	21	0	oo4Rd.00
4	1	1	1	32	0	164	1640	1237	49	-1	
5	1	1	1	32	1	164	1656	315	21	0	Witz025X-RAYCHESTAP
5	1	1	1	32	2	891	1655	139	20	50	4048000
5	1	1	1	32	3	1108	1640	45	49	25	D090
5	1	1	1	32	4	1237	1654	164	23	0	poo480.00
4	1	1	1	33	0	163	1675	1238	49	-1	
5	1	1	1	33	1	163	1691	410	20	0	1iH12023--BDECHOCARDIOGRAPHY
5	1	1	1	33	2	892	1692	138	20	39	101,800.00
5	1	1	1	33	3	1108	1675	45	49	51	0.90
5	1	1	1	33	4	1237	1691	164	20	0	pioo1,800.00
4	1	1	1	34	0	163	1724	1238	22	-1	
5	1	1	1	34	1	163	1725	316	21	0	18112025-X-RAYCHESTAP
5	1	1	1	34	2	891	1724	259	21	21	194000
5	1	1	1	34	3	1236	1725	165	19	0	0040.00
4	1	1	1	35	0	154	1836	1245	25	-1	
5	1	1	1	35	1	154	1837	133	24	0	Pagesof21
5	1	1	1	35	2	1069	1836	330	20	0	PrintedOrc2AN120251.52PA
