level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1545	2000	-1	
2	1	1	0	0	0	157	404	1254	1457	-1	
3	1	1	1	0	0	157	404	1254	1457	-1	
4	1	1	1	1	0	666	404	226	26	-1	
5	1	1	1	1	1	666	404	226	26	0	IPBH.L(Provisionsl)
4	1	1	1	2	0	162	448	923	32	-1	
5	1	1	1	2	1	162	455	162	17	0	PatertNeme
5	1	1	1	2	2	895	448	68	32	2	SMNo,
5	1	1	1	2	3	1079	456	6	13	52	3
4	1	1	1	3	0	161	481	1035	30	-1	
5	1	1	1	3	1	161	490	162	16	0	PatentAddres1
5	1	1	1	3	2	895	481	83	30	0	BaOato
5	1	1	1	3	3	1079	484	117	18	0	72ANVAO
4	1	1	1	4	0	162	517	1121	23	-1	
5	1	1	1	4	1	162	522	163	18	0	PatentPhena
5	1	1	1	4	2	900	517	383	19	0	DeteofAdreiesion111M11(2025.2014AM
4	1	1	1	5	0	162	543	1123	42	-1	
5	1	1	1	5	1	162	543	66	42	0	LP,Ho.
5	1	1	1	5	2	318	559	5	14	51	1
5	1	1	1	5	3	900	551	385	23	0	DaisofDischarpe-2UT/202512331PM
4	1	1	1	6	0	158	579	828	42	-1	
5	1	1	1	6	1	158	579	49	42	25	MIRN
5	1	1	1	6	2	319	592	7	17	0	Q
5	1	1	1	6	3	900	587	86	22	21	Spectatty
4	1	1	1	7	0	158	619	838	31	-1	
5	1	1	1	7	1	158	619	65	31	94	Doctor
5	1	1	1	7	2	320	627	4	15	80	B
5	1	1	1	7	3	899	620	97	22	0	VierdTypa
4	1	1	1	8	0	164	654	802	26	-1	
5	1	1	1	8	1	164	659	162	21	0	PayerNome
5	1	1	1	8	2	901	654	65	19	0	BodNa
4	1	1	1	9	0	164	814	1235	42	-1	
5	1	1	1	9	1	164	830	328	20	0	qanvengs-OXYGEN.PERDAY
5	1	1	1	9	2	892	827	138	21	0	102,400.00
5	1	1	1	9	3	1110	814	42	42	25	00
5	1	1	1	9	4	1235	825	164	20	10	0002.40.00
4	1	1	1	10	0	164	855	1237	38	-1	
5	1	1	1	10	1	164	861	100	32	0	eabbrasrs.)
5	1	1	1	10	2	311	859	159	34	0	SYRINGEPUMP
5	1	1	1	10	3	887	857	36	33	88	1.0
5	1	1	1	10	4	966	857	67	32	92	450.00
5	1	1	1	10	5	1110	856	42	32	69	0.09
5	1	1	1	10	6	1235	855	43	33	51	00
5	1	1	1	10	7	1339	860	62	18	14	450.00
4	1	1	1	11	0	166	883	1235	42	-1	
5	1	1	1	11	1	166	900	210	19	0	1411/2025GRBS
5	1	1	1	11	2	892	896	138	18	12	2014000
5	1	1	1	11	3	1106	883	46	42	91	0.00
5	1	1	1	11	4	1235	893	166	22	0	o00-220.00
4	1	1	1	12	0	165	918	1237	42	-1	
5	1	1	1	12	1	165	931	294	23	0	141U2025-NEBURISATION
5	1	1	1	12	2	890	931	140	18	0	20150.00
5	1	1	1	12	3	1107	918	46	42	92	0.00
5	1	1	1	12	4	1235	929	167	18	15	0460.00
4	1	1	1	13	0	165	953	1236	42	-1	
5	1	1	1	13	1	165	968	408	21	0	141u2028(OIGTARYSERVIGES-NICU
5	1	1	1	13	2	892	966	138	19	0	105000
5	1	1	1	13	3	1107	953	46	42	85	0.00
5	1	1	1	13	4	1237	965	164	17	0	040500.00
4	1	1	1	14	0	164	987	1237	42	-1	
5	1	1	1	14	1	164	1004	207	20	0	1artanas-GRBS
5	1	1	1	14	2	892	1000	139	19	0	10110.00
5	1	1	1	14	3	1108	987	46	42	79	0,00
5	1	1	1	14	4	1237	1000	164	17	6	00811000
4	1	1	1	15	0	165	1022	1236	42	-1	
5	1	1	1	15	1	165	1038	295	20	0	14/1172025-NEBLALISATION
5	1	1	1	15	2	892	1035	140	19	0	20150.00
5	1	1	1	15	3	1112	1022	39	42	92	0,00
5	1	1	1	15	4	1237	1033	164	18	0	0086-0.00
4	1	1	1	16	0	164	1057	1237	42	-1	
5	1	1	1	16	1	164	1071	419	24	0	4471112025Non-tnwesivaVenttietion(MtY)
5	1	1	1	16	2	893	1070	139	20	45	104,500.00
5	1	1	1	16	3	1108	1057	46	42	91	0.00
5	1	1	1	16	4	1237	1066	164	23	0	0.004,500.00
4	1	1	1	17	0	165	1092	1236	42	-1	
5	1	1	1	17	1	165	1109	213	20	0	Uwii2025GRES.
