level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1545	2000	-1	
2	1	1	0	0	0	156	404	1251	1462	-1	
3	1	1	1	0	0	156	404	1251	1461	-1	
4	1	1	1	1	0	667	404	226	26	-1	
5	1	1	1	1	1	667	404	226	26	0	IPBALL(Provisional)
4	1	1	1	2	0	157	449	928	32	-1	
5	1	1	1	2	1	157	451	125	30	0	PatontNene
5	1	1	1	2	2	899	449	66	30	0	GNo,
5	1	1	1	2	3	1079	456	6	13	75	3
4	1	1	1	3	0	158	482	1038	33	-1	
5	1	1	1	3	1	158	484	148	31	0	PabemAddrexs.
5	1	1	1	3	2	895	482	81	31	0	8MDete
5	1	1	1	3	3	1079	485	117	18	0	2241/2025
4	1	1	1	4	0	162	519	1122	20	-1	
5	1	1	1	4	1	162	522	162	17	0	PakectPhone
5	1	1	1	4	2	899	519	385	19	0	DetaofAdeningionT1/1ti2028O214AM
4	1	1	1	5	0	158	552	1128	31	-1	
5	1	1	1	5	1	158	552	70	31	0	LP.No.
5	1	1	1	5	2	318	559	7	14	77	3
5	1	1	1	5	3	899	552	387	22	0	CateofDischange.-24/11202512551Pld
4	1	1	1	6	0	162	585	823	32	-1	
5	1	1	1	6	1	162	585	47	32	4	RN
5	1	1	1	6	2	318	593	7	15	52	8
5	1	1	1	6	3	899	587	86	23	50	Speciality
4	1	1	1	7	0	158	617	926	36	-1	
5	1	1	1	7	1	158	621	64	32	64	Decker
5	1	1	1	7	2	318	628	7	14	73	3
5	1	1	1	7	3	895	617	104	32	0	ViaedTypa
5	1	1	1	7	4	1081	625	3	14	90	1
4	1	1	1	8	0	163	655	922	26	-1	
5	1	1	1	8	1	163	659	173	22	0	PayesName
5	1	1	1	8	2	900	655	66	20	0	BedNo
5	1	1	1	8	3	1081	660	4	15	42	H
4	1	1	1	9	0	156	805	1251	10	-1	
5	1	1	1	9	1	156	805	1251	10	0	a
4	1	1	1	10	0	158	823	1242	35	-1	
5	1	1	1	10	1	158	827	104	31	0	THIY202S
5	1	1	1	10	2	310	827	334	30	0	OHPOSABLESYRINGE5OMLHND
5	1	1	1	10	3	892	828	26	18	38	Ww
5	1	1	1	10	4	975	824	55	31	42	87.18
5	1	1	1	10	5	1110	824	43	31	46	00
5	1	1	1	10	6	1232	823	44	31	73	0.90
5	1	1	1	10	7	1351	827	49	19	84	87,18
4	1	1	1	11	0	163	858	1237	36	-1	
5	1	1	1	11	1	163	862	98	32	0	THVY202S
5	1	1	1	11	2	314	860	322	32	0	DISPOSASLESYRINGESMLHiaD
5	1	1	1	11	3	891	864	28	18	59	3
5	1	1	1	11	4	980	860	48	30	54	1041
5	1	1	1	11	5	1106	860	46	29	33	ago
5	1	1	1	11	6	1231	858	47	31	67	0.00
5	1	1	1	11	7	1351	862	49	18	33	0m
4	1	1	1	12	0	163	892	1238	36	-1	
5	1	1	1	12	1	163	898	99	30	0	WARS
5	1	1	1	12	2	310	895	138	32	0	VASORKX24.G
5	1	1	1	12	3	886	894	33	31	50	30
5	1	1	1	12	4	964	893	70	31	76	226.00
5	1	1	1	12	5	1106	893	47	31	81	0.00
5	1	1	1	12	6	1231	892	47	31	74	0.00
5	1	1	1	12	7	1340	897	61	17	15	O7E.00
4	1	1	1	13	0	314	928	342	20	-1	
5	1	1	1	13	1	314	928	342	20	0	ACGUSUREPROBLOODGLUCOSE
4	1	1	1	14	0	159	934	1241	43	-1	
5	1	1	1	14	1	159	938	102	33	0	TWAS
5	1	1	1	14	2	310	940	136	37	0	TESTSTRIPS
5	1	1	1	14	3	886	935	33	32	58	3D
5	1	1	1	14	4	974	936	60	30	44	28.08
5	1	1	1	14	5	1106	936	46	29	9	o.oo
5	1	1	1	14	6	1232	934	47	31	80	0.00
5	1	1	1	14	7	1352	938	48	18	65	B424
4	1	1	1	15	0	164	976	1238	36	-1	
5	1	1	1	15	1	164	981	97	31	0	TWIVaRRs
5	1	1	1	15	2	315	983	329	20	0	DISPOSABLESYRINGE1044LHIAD
5	1	1	1	15	3	887	978	32	32	78	20
5	1	1	1	15	4	981	982	49	18	73	1219
5	1	1	1	15	5	1106	978	45	30	46	aca
5	1	1	1	15	6	1232	976	46	32	86	0.00
5	1	1	1	15	7	1351	980	51	18	6	2438
4	1	1	1	16	0	164	1011	1236	37	-1	
5	1	1	1	16	1	164	1017	97	31	0	TiNy2nes
5	1	1	1	16	2	315	1020	268	18	0	DISPOSASLESYRINGE1h.
5	1	1	1	16	3	890	1016	29	20	87	40
5	1	1	1	16	4	987	1014	43	31	17	a7
5	1	1	1	16	5	1106	1012	46	32	27	0.00
5	1	1	1	16	6	1232	1011	46	32	57	000
5	1	1	1	16	7	1351	1015	49	18	0	a7At
4	1	1	1	17	0	164	1047	1236	36	-1	
5	1	1	1	17	1	164	1052	97	31	0	raahty.0..)
5	1	1	1	17	2	312	1050	223	33	0	ETTUBE4.0(CUFFED)
5	1	1	1	17	3	892	1053	27	19	73	10
5	1	1	1	17	4	966	1048	62	33	87	182.81
5	1	1	1	17	5	1110	1051	39	21	0	.0
5	1	1	1	17	6	1232	1047	46	32	34	000
5	1	1	1	17	7	1342	1051	58	18	9	4284
4	1	1	1	18	0	165	1082	1237	36	-1	
5	1	1	1	18	1	165	1087	97	31	6	1112025
5	1	1	1	18	2	316	1088	312	21	0	EXAMINATIONGLOVESMEDIUM
5	1	1	1	18	3	882	1082	37	33	40	10.
5	1	1	1	18	4	981	1085	52	29	69	14,04
5	1	1	1	18	5	1111	1084	44	30	82	0.00
5	1	1	1	18	6	1232	1083	48	30	53	000
5	1	1	1	18	7	1342	1086	60	18	90	140.50
4	1	1	1	19	0	165	1117	1237	37	-1	
5	1	1	1	19	1	165	1122	98	32	0	Wiiawes
5	1	1	1	19	2	316	1124	290	20	0	INFANTFEEDINGTUBESIZE4
