level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1545	2000	-1	
2	1	1	0	0	0	47	186	1413	1650	-1	
3	1	1	1	0	0	60	186	1305	30	-1	
4	1	1	1	1	0	60	186	1305	30	-1	
5	1	1	1	1	1	60	194	56	13	0	lame
5	1	1	1	1	2	683	186	66	30	0	PWNo
5	1	1	1	1	3	1137	188	228	19	0	BHNoINT2043376
3	1	1	2	0	0	52	224	1408	44	-1	
4	1	1	2	1	0	52	224	1408	33	-1	
5	1	1	2	1	1	52	224	64	32	64	2810031
5	1	1	2	1	2	201	224	140	32	3	CONSULTATION
5	1	1	2	1	3	676	236	22	4	71	a0
5	1	1	2	1	4	1074	225	33	32	83	1.00
5	1	1	2	1	5	1168	225	69	32	73	4,000.00
5	1	1	2	1	6	1298	233	9	14	78	0
5	1	1	2	1	7	1392	233	68	17	93	1,000.00
4	1	1	2	2	0	200	256	78	12	-1	
5	1	1	2	2	1	200	256	78	12	92	CHARGES
3	1	1	3	0	0	52	330	1408	44	-1	
4	1	1	3	1	0	52	330	1408	33	-1	
5	1	1	3	1	1	52	330	64	32	26	2010831
5	1	1	3	1	2	201	330	140	32	0	CONSULTATION
5	1	1	3	1	3	1074	331	33	32	86	1.00
5	1	1	3	1	4	1168	331	74	32	69	4,000.00
5	1	1	3	1	5	1298	339	9	14	76	0
5	1	1	3	1	6	1392	339	68	17	93	1,000.00
4	1	1	3	2	0	200	362	78	12	-1	
5	1	1	3	2	1	200	362	78	12	92	CHARGES
3	1	1	4	0	0	52	436	1408	45	-1	
4	1	1	4	1	0	52	436	1408	33	-1	
5	1	1	4	1	1	52	436	64	32	39	3010081
5	1	1	4	1	2	201	436	140	32	0	CONSULTATION
5	1	1	4	1	3	690	452	4	10	0	,
5	1	1	4	1	4	1074	437	33	32	93	1.00
5	1	1	4	1	5	1168	437	74	32	66	4,000.00
5	1	1	4	1	6	1298	445	9	14	77	0
5	1	1	4	1	7	1392	445	68	17	95	1,000.00
4	1	1	4	2	0	200	468	78	13	-1	
5	1	1	4	2	1	200	468	78	13	57	CHARGER
3	1	1	5	0	0	56	542	1404	45	-1	
4	1	1	5	1	0	56	542	1404	33	-1	
5	1	1	5	1	1	56	551	57	14	46	3110
5	1	1	5	1	2	201	542	140	32	0	CONSULTATION
5	1	1	5	1	3	1074	543	33	32	94	1.00
5	1	1	5	1	4	1168	543	74	32	77	1,000.00
5	1	1	5	1	5	1298	551	9	14	77	0
5	1	1	5	1	6	1392	551	68	17	95	1,000.00
4	1	1	5	2	0	200	574	78	13	-1	
5	1	1	5	2	1	200	574	78	13	78	CHARGES
3	1	1	6	0	0	52	648	1408	45	-1	
4	1	1	6	1	0	52	648	1408	33	-1	
5	1	1	6	1	1	52	648	61	32	50	S210
5	1	1	6	1	2	201	648	140	32	0	CONSULTATION
5	1	1	6	1	3	596	664	2	4	19	.
5	1	1	6	1	4	1074	649	33	32	94	1.00
5	1	1	6	1	5	1168	649	74	32	66	1,000.00
5	1	1	6	1	6	1298	658	9	14	74	0
5	1	1	6	1	7	1392	657	68	17	93	1,000.00
4	1	1	6	2	0	200	680	78	13	-1	
5	1	1	6	2	1	200	680	78	13	82	CHARGES
3	1	1	7	0	0	52	754	1408	45	-1	
4	1	1	7	1	0	52	754	1408	33	-1	
5	1	1	7	1	1	52	754	64	32	36	3310011
5	1	1	7	1	2	201	754	140	32	0	PCONSULTATION
5	1	1	7	1	3	1074	755	33	32	94	1.00
5	1	1	7	1	4	1168	755	74	32	71	1,000.00
5	1	1	7	1	5	1298	764	9	14	65	0
5	1	1	7	1	6	1392	764	68	16	93	1,000.00
4	1	1	7	2	0	200	786	78	13	-1	
5	1	1	7	2	1	200	786	78	13	83	CHARGED
3	1	1	8	0	0	52	860	1408	45	-1	
4	1	1	8	1	0	52	860	1408	33	-1	
5	1	1	8	1	1	52	860	64	32	35	3410001
5	1	1	8	1	2	201	860	140	32	0	CONSULTATION
5	1	1	8	1	3	1074	861	33	32	95	1.00
5	1	1	8	1	4	1168	861	74	32	79	4,000.00
