level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1413	2000	-1	
2	1	1	0	0	0	71	46	1232	1851	-1	
3	1	1	1	0	0	485	91	760	163	-1	
4	1	1	1	1	0	485	91	760	27	-1	
5	1	1	1	1	1	485	91	760	27	0	itemnameRR-2-RoomRentStepDownIcu,
4	1	1	1	2	0	485	136	383	27	-1	
5	1	1	1	2	1	485	136	383	27	0	ritemamount1000.00,
4	1	1	1	3	0	485	183	349	27	-1	
5	1	1	1	3	1	485	183	349	27	0	ritemrate1000.00,
4	1	1	1	4	0	485	227	353	27	-1	
5	1	1	1	4	1	485	227	353	27	0	ritemquantity1.00
3	1	1	2	0	0	419	274	21	22	-1	
4	1	1	2	1	0	419	274	21	22	-1	
5	1	1	2	1	1	419	274	21	22	35	he
3	1	1	3	0	0	419	320	740	208	-1	
4	1	1	3	1	0	419	320	6	22	-1	
5	1	1	3	1	1	419	320	6	22	0	f
4	1	1	3	2	0	485	365	674	26	-1	
5	1	1	3	2	1	485	365	674	26	0	ritemnameRoomRentBystanderRoom,
4	1	1	3	3	0	485	411	366	27	-1	
5	1	1	3	3	1	485	411	366	27	0	ritemamount900.00,
4	1	1	3	4	0	485	455	332	27	-1	
5	1	1	3	4	1	485	455	332	27	0	ritemrate900.00,
4	1	1	3	5	0	485	501	353	27	-1	
5	1	1	3	5	1	485	501	353	27	0	itemquantity1.00
3	1	1	4	0	0	419	549	22	22	-1	
4	1	1	4	1	0	419	549	22	22	-1	
5	1	1	4	1	1	419	549	22	22	61	hy
3	1	1	5	0	0	419	593	740	210	-1	
4	1	1	5	1	0	419	593	6	22	-1	
5	1	1	5	1	1	419	593	6	22	0	f
4	1	1	5	2	0	485	639	674	27	-1	
5	1	1	5	2	1	485	639	674	27	0	ritemnameSG201-1-RoomRentWardA,
4	1	1	5	3	0	485	683	366	27	-1	
5	1	1	5	3	1	485	683	366	27	0	ritemamount250.00,
4	1	1	5	4	0	485	730	332	27	-1	
5	1	1	5	4	1	485	730	332	27	0	ritemrate250.00,
4	1	1	5	5	0	485	776	353	27	-1	
5	1	1	5	5	1	485	776	353	27	0	ritemquantity1.00
3	1	1	6	0	0	419	821	22	23	-1	
4	1	1	6	1	0	419	821	22	23	-1	
5	1	1	6	1	1	419	821	22	23	0	l,
3	1	1	7	0	0	419	867	884	71	-1	
4	1	1	7	1	0	419	867	6	22	-1	
5	1	1	7	1	1	419	867	6	22	0	f
4	1	1	7	2	0	485	911	818	27	-1	
5	1	1	7	2	1	485	911	818	27	0	ritemnameSG204-RoomRentSingleNonAcRoom
3	1	1	8	0	0	71	959	45	22	-1	
4	1	1	8	1	0	71	959	45	22	-1	
5	1	1	8	1	1	71	959	45	22	52	AY,
3	1	1	9	0	0	485	1003	383	119	-1	
4	1	1	9	1	0	485	1003	383	26	-1	
5	1	1	9	1	1	485	1003	383	26	0	ritemamount2700.00,
4	1	1	9	2	0	485	1049	332	27	-1	
5	1	1	9	2	1	485	1049	332	27	0	ritemrate900.00,
4	1	1	9	3	0	485	1095	353	27	-1	
5	1	1	9	3	1	485	1095	353	27	0	ritemquantity3.00
3	1	1	10	0	0	418	1141	827	254	-1	
4	1	1	10	1	0	418	1141	23	22	-1	
5	1	1	10	1	1	418	1141	23	22	23	I,
4	1	1	10	2	0	485	1231	760	26	-1	
5	1	1	10	2	1	485	1231	760	26	0	ritemnameRR-2-Stepdown-NursingCharge,
4	1	1	10	3	0	485	1277	383	27	-1	
5	1	1	10	3	1	485	1277	383	27	0	ritemamount1000.00,
4	1	1	10	4	0	485	1324	349	26	-1	
5	1	1	10	4	1	485	1324	349	26	0	ritemrate1000.00,
4	1	1	10	5	0	485	1368	353	27	-1	
5	1	1	10	5	1	485	1368	353	27	0	ritemquantity1.00
3	1	1	11	0	0	419	1415	22	22	-1	
4	1	1	11	1	0	419	1415	22	22	-1	
5	1	1	11	1	1	419	1415	22	22	61	hy
3	1	1	12	0	0	419	1459	706	210	-1	
4	1	1	12	1	0	419	1459	6	22	-1	
5	1	1	12	1	1	419	1459	6	22	0	f
4	1	1	12	2	0	485	1505	640	27	-1	
5	1	1	12	2	1	485	1505	640	27	0	ritemnameSG201-1-NursingCharge,
4	1	1	12	3	0	485	1552	366	26	-1	
5	1	1	12	3	1	485	1552	366	26	0	ritemamount400.00,
4	1	1	12	4	0	485	1596	332	27	-1	
5	1	1	12	4	1	485	1596	332	27	0	ritemrate400.00,
4	1	1	12	5	0	485	1642	353	27	-1	
5	1	1	12	5	1	485	1642	353	27	0	ritemquantity1.00
3	1	1	13	0	0	419	1687	22	23	-1	
4	1	1	13	1	0	419	1687	22	23	-1	
5	1	1	13	1	1	419	1687	22	23	0	l,
3	1	1	14	0	0	419	1734	672	163	-1	
4	1	1	14	1	0	419	1734	6	22	-1	
5	1	1	14	1	1	419	1734	6	22	0	f
4	1	1	14	2	0	485	1780	606	26	-1	
5	1	1	14	2	1	485	1780	606	26	0	ritemnameSG204-NursingCharge,
4	1	1	14	3	0	485	1824	383	27	-1	
5	1	1	14	3	1	485	1824	383	27	0	ritemamount1500.00,
4	1	1	14	4	0	485	1870	332	27	-1	
5	1	1	14	4	1	485	1870	332	27	0	ritemrate500.00,
