level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1413	2000	-1	
2	1	1	0	0	0	145	45	826	1802	-1	
3	1	1	1	0	0	145	45	826	1802	-1	
4	1	1	1	1	0	485	45	366	27	-1	
5	1	1	1	1	1	485	45	366	27	0	ritemamount250.00,
4	1	1	1	2	0	485	91	332	27	-1	
5	1	1	1	2	1	485	91	332	27	0	itemrate250.00,
4	1	1	1	3	0	485	136	353	27	-1	
5	1	1	1	3	1	485	136	353	27	0	ritemquantity1.00
4	1	1	1	4	0	419	183	22	23	-1	
5	1	1	1	4	1	419	183	22	23	0	l,
4	1	1	1	5	0	485	273	400	27	-1	
5	1	1	1	5	1	485	273	400	27	0	ritemnameUSGScan,
4	1	1	1	6	0	485	320	383	26	-1	
5	1	1	1	6	1	485	320	383	26	0	ritemamount1000.00,
4	1	1	1	7	0	485	365	349	26	-1	
5	1	1	1	7	1	485	365	349	26	0	ritemrate1000.00,
4	1	1	1	8	0	485	411	353	27	-1	
5	1	1	1	8	1	485	411	353	27	0	ritemquantity1.00
4	1	1	1	9	0	419	456	22	22	-1	
5	1	1	1	9	1	419	456	22	22	66	hy
4	1	1	1	10	0	419	502	6	22	-1	
5	1	1	1	10	1	419	502	6	22	0	f
4	1	1	1	11	0	485	548	486	27	-1	
5	1	1	1	11	1	485	548	486	27	0	ritemnameANAES.CHARGE,
4	1	1	1	12	0	485	593	383	26	-1	
5	1	1	1	12	1	485	593	383	26	0	ritemamount1650.00,
4	1	1	1	13	0	485	639	349	27	-1	
5	1	1	1	13	1	485	639	349	27	0	ritemrate1650.00,
4	1	1	1	14	0	485	683	353	27	-1	
5	1	1	1	14	1	485	683	353	27	0	ritemquantity1.00
4	1	1	1	15	0	419	731	22	22	-1	
5	1	1	1	15	1	419	731	22	22	40	hy
4	1	1	1	16	0	485	821	451	27	-1	
5	1	1	1	16	1	485	821	451	27	0	ritemnameGASCHARGES,
4	1	1	1	17	0	485	867	366	27	-1	
5	1	1	1	17	1	485	867	366	27	0	ritemamount660.00,
4	1	1	1	18	0	485	911	332	27	-1	
5	1	1	1	18	1	485	911	332	27	0	ritemrate660.00,
4	1	1	1	19	0	485	958	353	27	-1	
5	1	1	1	19	1	485	958	353	27	0	ritemquantity1.00
4	1	1	1	20	0	419	1003	21	23	-1	
5	1	1	1	20	1	419	1003	21	23	0	),
4	1	1	1	21	0	419	1049	6	22	-1	
5	1	1	1	21	1	419	1049	6	22	0	f
4	1	1	1	22	0	485	1095	434	27	-1	
5	1	1	1	22	1	485	1095	434	27	0	ritemnameOTCHARGES,
4	1	1	1	23	0	485	1140	383	27	-1	
5	1	1	1	23	1	485	1140	383	27	0	ritemamount2640.00,
4	1	1	1	24	0	485	1186	349	27	-1	
5	1	1	1	24	1	485	1186	349	27	0	ritemrate2640.00,
4	1	1	1	25	0	485	1231	353	26	-1	
5	1	1	1	25	1	485	1231	353	26	0	ritemquantity1.00
4	1	1	1	26	0	418	1277	23	23	-1	
5	1	1	1	26	1	418	1277	23	23	38	ty
4	1	1	1	27	0	419	1324	6	22	-1	
5	1	1	1	27	1	419	1324	6	22	0	f
4	1	1	1	28	0	485	1368	451	27	-1	
5	1	1	1	28	1	485	1368	451	27	0	ritemnameSURGEONFEE,
4	1	1	1	29	0	485	1414	383	27	-1	
5	1	1	1	29	1	485	1414	383	27	0	ritemamount3300.00,
4	1	1	1	30	0	485	1459	349	27	-1	
5	1	1	1	30	1	485	1459	349	27	0	ritemrate3300.00,
4	1	1	1	31	0	485	1505	353	27	-1	
5	1	1	1	31	1	485	1505	353	27	0	ritemquantity1.00
4	1	1	1	32	0	419	1552	6	22	-1	
5	1	1	1	32	1	419	1552	6	22	0	)
4	1	1	1	33	0	349	1597	5	22	-1	
5	1	1	1	33	1	349	1597	5	22	0	J
4	1	1	1	34	0	282	1643	6	22	-1	
5	1	1	1	34	1	282	1643	6	22	0	j
4	1	1	1	35	0	212	1687	23	23	-1	
5	1	1	1	35	1	212	1687	23	23	32	l,
4	1	1	1	36	0	211	1733	383	27	-1	
5	1	1	1	36	1	211	1733	383	27	0	totalitemcount30,
4	1	1	1	37	0	211	1780	439	26	-1	
5	1	1	1	37	1	211	1780	439	26	0	reconciledamount21800
4	1	1	1	38	0	145	1825	6	22	-1	
5	1	1	1	38	1	145	1825	6	22	0	j
