level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1413	2000	-1	
2	1	1	0	0	0	71	46	1263	1878	-1	
3	1	1	1	0	0	71	46	1263	1878	-1	
4	1	1	1	1	0	73	46	475	19	-1	
5	1	1	1	1	1	73	46	475	19	0	247T14%3A21%3A03Z4se2026-11-
4	1	1	1	2	0	73	91	1261	25	-1	
5	1	1	1	2	1	73	91	1261	25	0	25T14%3A21%3A00Zsrebesprsigu2szJobwLVzcVSmg51PWIRTIk7pHq2Tvifd6seRa2xRI
4	1	1	1	3	0	73	136	63	19	-1	
5	1	1	1	3	1	73	136	63	19	0	%3D
4	1	1	1	4	0	77	183	6	22	-1	
5	1	1	1	4	1	77	183	6	22	0	)
4	1	1	1	5	0	73	270	218	26	-1	
5	1	1	1	5	1	73	270	218	26	0	ResponseFormat
4	1	1	1	6	0	77	351	6	22	-1	
5	1	1	1	6	1	77	351	6	22	0	f
4	1	1	1	7	0	143	395	315	27	-1	
5	1	1	1	7	1	143	395	315	27	0	rissuccesstrue,
4	1	1	1	8	0	143	442	145	22	-1	
5	1	1	1	8	1	143	442	145	22	0	data
4	1	1	1	9	0	211	485	403	27	-1	
5	1	1	1	9	1	211	485	403	27	0	pagewiselineitems
4	1	1	1	10	0	282	533	6	22	-1	
5	1	1	1	10	1	282	533	6	22	0	(
4	1	1	1	11	0	348	577	246	27	-1	
5	1	1	1	11	1	348	577	246	27	0	pageno1,
4	1	1	1	12	0	348	623	249	27	-1	
5	1	1	1	12	1	348	623	249	27	0	billitems
4	1	1	1	13	0	419	670	6	22	-1	
5	1	1	1	13	1	419	670	6	22	0	f
4	1	1	1	14	0	485	713	781	27	-1	
5	1	1	1	14	1	485	713	781	27	0	itemnameConsultationChargeDRPREETHI
4	1	1	1	15	0	71	761	250	22	-1	
5	1	1	1	15	1	71	761	250	22	0	MARYJOSEPH--,
4	1	1	1	16	0	485	805	366	27	-1	
5	1	1	1	16	1	485	805	366	27	0	ritemamount300.00,
4	1	1	1	17	0	485	851	332	27	-1	
5	1	1	1	17	1	485	851	332	27	0	ritemrate300.00,
4	1	1	1	18	0	485	897	353	27	-1	
5	1	1	1	18	1	485	897	353	27	0	ritemquantity1.00
4	1	1	1	19	0	419	943	22	22	-1	
5	1	1	1	19	1	419	943	22	22	43	hy
4	1	1	1	20	0	485	1033	750	27	-1	
5	1	1	1	20	1	485	1033	750	27	0	ritemnameConsultationChargeDRVIDYA
4	1	1	1	21	0	73	1080	282	22	-1	
5	1	1	1	21	1	73	1080	282	22	0	PREMACHANDRAN--,
4	1	1	1	22	0	485	1126	366	27	-1	
5	1	1	1	22	1	485	1126	366	27	0	ritemamount200.00,
4	1	1	1	23	0	485	1170	332	27	-1	
5	1	1	1	23	1	485	1170	332	27	0	ritemrate200.00,
4	1	1	1	24	0	485	1216	353	27	-1	
5	1	1	1	24	1	485	1216	353	27	0	ritemquantity1.00
4	1	1	1	25	0	418	1261	23	23	-1	
5	1	1	1	25	1	418	1261	23	23	38	ty
4	1	1	1	26	0	419	1308	6	22	-1	
5	1	1	1	26	1	419	1308	6	22	0	f
4	1	1	1	27	0	485	1354	800	27	-1	
5	1	1	1	27	1	485	1354	800	27	0	ritemnameDoctorsVisitingFeeDRSSALIL
4	1	1	1	28	0	72	1399	146	22	-1	
5	1	1	1	28	1	72	1399	146	22	0	KUMAR--,
4	1	1	1	29	0	485	1444	366	27	-1	
5	1	1	1	29	1	485	1444	366	27	0	ritemamount250.00,
4	1	1	1	30	0	485	1489	332	27	-1	
5	1	1	1	30	1	485	1489	332	27	0	ritemrate250.00,
4	1	1	1	31	0	485	1536	353	26	-1	
5	1	1	1	31	1	485	1536	353	26	0	ritemquantity1.00
4	1	1	1	32	0	418	1582	23	23	-1	
5	1	1	1	32	1	418	1582	23	23	38	ty
4	1	1	1	33	0	485	1672	800	27	-1	
5	1	1	1	33	1	485	1672	800	27	0	itemnameDoctorsVisitingFeeDRSSALIL
4	1	1	1	34	0	72	1718	146	22	-1	
5	1	1	1	34	1	72	1718	146	22	0	KUMAR--,
4	1	1	1	35	0	485	1764	383	27	-1	
5	1	1	1	35	1	485	1764	383	27	0	ritemamount1200.00,
4	1	1	1	36	0	485	1810	332	27	-1	
5	1	1	1	36	1	485	1810	332	27	0	ritemrate300.00,
4	1	1	1	37	0	485	1854	353	27	-1	
5	1	1	1	37	1	485	1854	353	27	0	ritemquantity4.00
4	1	1	1	38	0	419	1902	22	22	-1	
5	1	1	1	38	1	419	1902	22	22	0	h,
