level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1545	2000	-1	
2	1	1	0	0	0	39	7	1417	1985	-1	
3	1	1	1	0	0	153	0	708	68	-1	
4	1	1	1	1	0	153	7	708	61	-1	
5	1	1	1	1	1	153	0	104	22	0	i
5	1	1	1	1	2	771	36	90	32	96	MED
3	1	1	2	0	0	96	104	781	105	-1	
4	1	1	2	1	0	96	104	781	105	-1	
5	1	1	2	1	1	96	104	76	39	48	pe
5	1	1	2	1	2	683	186	194	23	0	CASHMemo(IPD)
3	1	1	3	0	0	98	136	73	32	-1	
4	1	1	3	1	0	98	136	73	32	-1	
5	1	1	3	1	1	98	136	73	32	20	Wea
3	1	1	4	0	0	97	164	3	8	-1	
4	1	1	4	1	0	97	164	3	8	-1	
5	1	1	4	1	1	97	164	3	8	49	1
3	1	1	5	0	0	113	210	1341	277	-1	
4	1	1	5	1	0	384	210	573	8	-1	
5	1	1	5	1	1	384	210	573	8	20	cre)
4	1	1	5	2	0	527	325	926	39	-1	
5	1	1	5	2	1	527	325	101	39	30	Description
5	1	1	5	2	2	1282	339	171	15	0	AMOUNTGST%
4	1	1	5	3	0	971	339	228	17	-1	
5	1	1	5	3	1	971	339	228	17	16	QrYRATEDIsc
4	1	1	5	4	0	282	381	1087	39	-1	
5	1	1	5	4	1	282	381	85	39	0	3E26/355
5	1	1	5	4	2	460	393	137	15	0	09/28CANNU
5	1	1	5	4	3	1319	395	50	15	79	105.00
4	1	1	5	5	0	1444	421	10	14	-1	
5	1	1	5	5	1	1444	421	10	14	93	5
4	1	1	5	6	0	526	391	928	70	-1	
5	1	1	5	6	1	526	391	63	58	0	-XER
5	1	1	5	6	2	988	394	211	41	0	13800
5	1	1	5	6	3	1326	421	128	40	50	sms
4	1	1	5	7	0	113	330	881	105	-1	
5	1	1	5	7	1	113	330	229	22	0	ABGES)HSNC.BATCH
5	1	1	5	7	2	988	420	6	15	0	?
3	1	1	6	0	0	91	331	1363	181	-1	
4	1	1	6	1	0	91	331	1363	181	-1	
