level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1545	2000	-1	
2	1	1	0	0	0	43	36	1456	1964	-1	
3	1	1	1	0	0	43	30	1456	1970	-1	
4	1	1	1	1	0	98	36	865	60	-1	
5	1	1	1	1	1	98	42	54	54	50	a
5	1	1	1	1	2	767	36	196	34	92	MEDICOS
4	1	1	1	2	0	112	70	56	16	-1	
5	1	1	1	2	1	112	70	56	16	0	sTped
4	1	1	1	3	0	98	95	549	36	-1	
5	1	1	1	3	1	98	95	62	36	19	ae
5	1	1	1	3	2	638	124	9	2	90	-
4	1	1	1	4	0	679	185	193	25	-1	
5	1	1	1	4	1	679	185	193	25	0	CASHMemo(IPD)
4	1	1	1	5	0	781	308	146	16	-1	
5	1	1	1	5	1	781	308	146	16	0	PMSOrderDator
4	1	1	1	6	0	91	326	1357	47	-1	
5	1	1	1	6	1	91	326	157	47	0	PASEE)TENC.
5	1	1	1	6	2	271	328	70	34	73	BATCH
5	1	1	1	6	3	458	338	162	18	0	EXPDeseription
5	1	1	1	6	4	967	340	229	17	0	QTYs-RATEDISC.
5	1	1	1	6	5	1277	340	171	16	0	AMOUNTGST%
4	1	1	1	7	0	91	372	1360	50	-1	
5	1	1	1	7	1	91	372	47	43	51	itt
5	1	1	1	7	2	153	382	218	29	0	H3004D2372800A
5	1	1	1	7	3	453	394	346	19	0	01E)ERIDOT1.5GM(CEFTRIAXONE
5	1	1	1	7	4	982	395	213	17	0	31908.009.00
5	1	1	1	7	5	1298	387	70	35	67	5997.00
5	1	1	1	7	6	1429	397	22	15	55	1z
4	1	1	1	8	0	87	406	1362	42	-1	
5	1	1	1	8	1	87	406	66	33	19	re)
5	1	1	1	8	2	186	418	205	17	0	3004BM14025004
5	1	1	1	8	3	455	418	350	20	0	07/27FLUTECH40M(FLUCLOXACIL
5	1	1	1	8	4	982	420	213	17	0	21009.000.00
5	1	1	1	8	5	1298	412	69	36	0	yos8.00
5	1	1	1	8	6	1429	423	20	15	96	12
4	1	1	1	9	0	88	425	1361	49	-1	
5	1	1	1	9	1	88	438	49	32	37	yin
5	1	1	1	9	2	153	425	11	38	27	i
5	1	1	1	9	3	186	443	185	16	0	3004DOBR2404A
5	1	1	1	9	4	455	445	349	19	0	O826-ZONEG1200MG(GLUTATHION
5	1	1	1	9	5	982	446	212	16	0	22480.000.00
