level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1414	2000	-1	
2	1	1	0	0	0	43	207	1322	1634	-1	
3	1	1	1	0	0	47	207	1320	1634	-1	
4	1	1	1	1	0	210	207	666	32	-1	
5	1	1	1	1	1	210	232	6	5	26	2
5	1	1	1	1	2	488	226	34	7	0	ee
5	1	1	1	1	3	548	207	328	32	26	a
4	1	1	1	2	0	68	230	1185	72	-1	
5	1	1	1	2	1	68	260	10	9	66	3
5	1	1	1	2	2	225	233	79	56	77	363
5	1	1	1	2	3	331	286	18	10	0	.
5	1	1	1	2	4	656	230	145	42	13	CASHBILL
5	1	1	1	2	5	1126	263	127	39	5	as
4	1	1	1	3	0	99	367	1165	79	-1	
5	1	1	1	3	1	99	367	140	79	0	beeze
5	1	1	1	3	2	1257	379	7	19	50	F
4	1	1	1	4	0	330	435	884	52	-1	
5	1	1	1	4	1	330	435	179	52	87	ARTICULANS
5	1	1	1	4	2	677	455	3	2	0	.
5	1	1	1	4	3	785	445	146	24	0	DrName.
5	1	1	1	4	4	1131	464	83	6	11	oe
4	1	1	1	5	0	152	462	1147	91	-1	
5	1	1	1	5	1	152	490	31	19	34	Uh
5	1	1	1	5	2	271	483	90	70	72	Oko.
5	1	1	1	5	3	618	462	243	51	0	SchfNameofMig
5	1	1	1	5	4	877	475	330	27	0	BatchNoJExpDtRs
5	1	1	1	5	5	1271	470	28	15	81	Ps
4	1	1	1	6	0	135	604	1168	64	-1	
5	1	1	1	6	1	135	604	17	16	79	4
5	1	1	1	6	2	226	617	135	35	32	Tema
5	1	1	1	6	3	379	615	72	53	0	-2D)
5	1	1	1	6	4	1198	622	105	32	0	1104s
4	1	1	1	7	0	43	638	1054	70	-1	
5	1	1	1	7	1	43	659	8	49	0	LY
5	1	1	1	7	2	706	638	391	47	0	Glewrosk(82.40909419
4	1	1	1	8	0	47	704	8	41	-1	
5	1	1	1	8	1	47	704	8	41	0	b
4	1	1	1	9	0	63	843	1270	79	-1	
5	1	1	1	9	1	63	879	341	43	18	Thankyou)
5	1	1	1	9	2	1029	843	304	61	0	Total210fo4
4	1	1	1	10	0	87	997	1153	89	-1	
5	1	1	1	10	1	87	1013	83	5	22	a
5	1	1	1	10	2	663	997	156	53	75	CASHBILL
5	1	1	1	10	3	1112	1040	128	46	31	aca
4	1	1	1	11	0	77	1048	1208	37	-1	
5	1	1	1	11	1	77	1062	70	23	0	No-
5	1	1	1	11	2	1027	1048	323	37	0	Date..bo.)VO.1.2A.....
4	1	1	1	12	0	160	1040	1144	96	-1	
5	1	1	1	12	1	160	1082	164	52	0	267
5	1	1	1	12	2	875	1040	429	96	0	-oate.ten81286
4	1	1	1	13	0	427	1201	909	50	-1	
5	1	1	1	13	1	427	1222	53	3	0	a
5	1	1	1	13	2	570	1222	24	6	7	..
5	1	1	1	13	3	874	1211	156	40	0	secon
5	1	1	1	13	4	1331	1201	5	3	54	.
4	1	1	1	14	0	70	1261	1292	55	-1	
5	1	1	1	14	1	70	1275	134	41	83	PtName
5	1	1	1	14	2	599	1298	16	2	0	-
5	1	1	1	14	3	741	1261	333	26	0	vecee-DPNamOs....eee
5	1	1	1	14	4	1233	1270	129	7	0	pococsce6l
4	1	1	1	15	0	256	1290	1103	59	-1	
5	1	1	1	15	1	256	1303	245	46	0	7PARTICULARS
5	1	1	1	15	2	636	1291	596	40	0	SchNameofMfg.BatchNo.Exp.vtRs.
5	1	1	1	15	3	1332	1290	27	21	95	Ps
4	1	1	1	16	0	739	1502	15	16	-1	
5	1	1	1	16	1	739	1502	15	16	58	a
4	1	1	1	17	0	762	1496	561	47	-1	
5	1	1	1	17	1	762	1496	561	47	0	Naferrme,/28%295-
4	1	1	1	18	0	52	1460	976	123	-1	
5	1	1	1	18	1	52	1460	66	123	0	LH
5	1	1	1	18	2	159	1513	601	66	0	OMarel-S004(
5	1	1	1	18	3	898	1547	130	30	36	nie
4	1	1	1	19	0	1208	1585	102	38	-1	
5	1	1	1	19	1	1208	1585	102	38	0	253.
4	1	1	1	20	0	727	1644	591	62	-1	
5	1	1	1	20	1	727	1658	223	48	0	SSTOFSLD
5	1	1	1	20	2	1131	1644	187	55	50	Pun.
4	1	1	1	21	0	982	1812	383	29	-1	
5	1	1	1	21	1	982	1820	12	8	40	.
5	1	1	1	21	2	1200	1812	165	29	0	Signature
