level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1509	2000	-1	
2	1	1	0	0	0	0	54	1509	1887	-1	
3	1	1	1	0	0	0	54	1509	1128	-1	
4	1	1	1	1	0	1491	54	6	30	-1	
5	1	1	1	1	1	1491	54	6	30	0	f
4	1	1	1	2	0	0	75	1379	209	-1	
5	1	1	1	2	1	0	123	57	73	31	4
5	1	1	1	2	2	107	75	1129	209	19	rs
4	1	1	1	3	0	0	369	1424	62	-1	
5	1	1	1	3	1	0	394	30	37	0	4
5	1	1	1	3	2	1240	369	184	51	0	tTL
4	1	1	1	4	0	0	408	1391	71	-1	
5	1	1	1	4	1	0	432	169	46	0	Sr.
5	1	1	1	4	2	186	408	95	71	3	No.
5	1	1	1	4	3	898	429	7	13	0	.
5	1	1	1	4	4	1033	421	358	51	0	Date..S4OTTI
4	1	1	1	5	0	0	490	1357	73	-1	
5	1	1	1	5	1	0	504	40	59	0	5
5	1	1	1	5	2	126	503	316	32	0	PatientName........
5	1	1	1	5	3	806	509	8	7	60	2
5	1	1	1	5	4	1229	490	128	51	12	OO.
4	1	1	1	6	0	125	575	544	52	-1	
5	1	1	1	6	1	0	567	669	60	0	LDENAMQen
5	1	1	1	6	2	1295	591	60	8	0	sivses
4	1	1	1	7	0	6	615	1499	82	-1	
5	1	1	1	7	1	6	628	1347	69	0	m.StateCode7)GSTINJUMIG-siecsnesnsnunsnnennntentnineneeies
5	1	1	1	7	2	1499	615	6	67	0	)
4	1	1	1	8	0	123	695	1386	64	-1	
5	1	1	1	8	1	5	699	1347	68	0	BOrder.NO.t..ssvannentestntntnnestnnennanentennannnnannnenennnneenii
4	1	1	1	9	0	6	768	1300	41	-1	
5	1	1	1	9	1	6	768	23	41	6	ss
5	1	1	1	9	2	787	775	519	31	0	BatchNumberAmount
4	1	1	1	10	0	145	865	1364	114	-1	
5	1	1	1	10	1	3	865	1506	114	9	SCs
4	1	1	1	11	0	153	957	1356	119	-1	
5	1	1	1	11	1	4	957	1004	119	0	STCGabblBgcar
5	1	1	1	11	2	1214	975	295	75	0	(Ge
4	1	1	1	12	0	0	1086	1509	96	-1	
5	1	1	1	12	1	0	1097	183	85	0	g
5	1	1	1	12	2	365	1088	614	87	0	CodbalyetaA242
5	1	1	1	12	3	1218	1086	291	67	0	2XC
3	1	1	2	0	0	97	1470	1371	89	-1	
4	1	1	2	1	0	97	1470	1371	89	-1	
5	1	1	2	1	1	97	1470	1371	89	0	2
3	1	1	3	0	0	100	1546	1287	81	-1	
4	1	1	3	1	0	100	1546	1287	81	-1	
5	1	1	3	1	1	100	1588	286	34	0	AmountinWords
5	1	1	3	1	2	394	1556	261	71	0	R8.ecssmedooal
5	1	1	3	1	3	671	1552	387	56	0	yUAKdecI,
5	1	1	3	1	4	1075	1602	34	8	28	ne
5	1	1	3	1	5	1122	1546	265	75	0	CNloo......
3	1	1	4	0	0	0	1636	1469	201	-1	
4	1	1	4	1	0	103	1636	1006	33	-1	
5	1	1	4	1	1	103	1636	92	33	37	B40.E.
5	1	1	4	1	2	817	1659	3	2	44	.
5	1	1	4	1	3	927	1655	3	3	41	.
5	1	1	4	1	4	992	1637	117	32	0	For-
4	1	1	4	2	0	0	1660	1405	66	-1	
5	1	1	4	2	1	0	1660	925	66	0	ySaetcaerrnnohgedntpalwn7dee
5	1	1	4	2	2	1382	1690	23	34	0	.
4	1	1	4	3	0	104	1712	873	67	-1	
5	1	1	4	3	1	104	1712	873	67	19	AES
4	1	1	4	4	0	0	1745	1469	67	-1	
5	1	1	4	4	1	0	1745	18	55	70	?
5	1	1	4	4	2	103	1748	458	59	0	fMeecictieewoldwilnolther.Derovees--
5	1	1	4	4	3	649	1787	46	12	46	oD
5	1	1	4	4	4	872	1778	4	3	33	.
5	1	1	4	4	5	1016	1782	5	5	72	.
5	1	1	4	4	6	1204	1785	9	3	0	.
5	1	1	4	4	7	1250	1764	141	48	38	ee
5	1	1	4	4	8	1464	1770	5	4	17	.
4	1	1	4	5	0	0	1806	11	31	-1	
5	1	1	4	5	1	0	1806	11	31	42	)
3	1	1	5	0	0	0	1851	811	57	-1	
4	1	1	5	1	0	0	1851	10	17	-1	
5	1	1	5	1	1	0	1851	10	17	60	4
4	1	1	5	2	0	808	1874	3	3	-1	
5	1	1	5	2	1	808	1874	3	3	0	,
