level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1545	2000	-1	
2	1	1	0	0	0	227	103	1119	1844	-1	
3	1	1	1	0	0	227	103	1119	1844	-1	
4	1	1	1	1	0	238	103	1047	21	-1	
5	1	1	1	1	1	238	104	67	20	86	ov
5	1	1	1	1	2	1276	103	9	10	7	y
4	1	1	1	2	0	237	166	595	28	-1	
5	1	1	1	2	1	237	177	61	17	69	on
5	1	1	1	2	2	814	166	18	17	58	O
4	1	1	1	3	0	230	231	68	26	-1	
5	1	1	1	3	1	230	231	68	26	51	Qos
4	1	1	1	4	0	237	260	1098	25	-1	
5	1	1	1	4	1	237	260	67	25	22	So
4	1	1	1	5	0	229	203	1106	139	-1	
5	1	1	1	5	1	229	285	76	24	72	aS
5	1	1	1	5	2	936	203	45	139	0	g
5	1	1	1	5	3	1049	308	28	23	0	z
4	1	1	1	6	0	237	312	965	18	-1	
5	1	1	1	6	1	237	312	60	18	34	og
5	1	1	1	6	2	1200	315	2	6	66	0
4	1	1	1	7	0	235	491	842	83	-1	
5	1	1	1	7	1	235	495	62	58	65	2
5	1	1	1	7	2	938	491	139	83	0	zs
4	1	1	1	8	0	235	545	20	17	-1	
5	1	1	1	8	1	235	545	20	17	6	oO
4	1	1	1	9	0	235	551	1053	71	-1	
5	1	1	1	9	1	235	555	62	60	42	ca
5	1	1	1	9	2	1042	551	246	71	0	)Y
4	1	1	1	10	0	235	611	1052	53	-1	
5	1	1	1	10	1	235	615	20	35	0	.
5	1	1	1	10	2	1223	611	64	53	17	a2
4	1	1	1	11	0	235	653	1051	81	-1	
5	1	1	1	11	1	235	653	26	55	0	S
5	1	1	1	11	2	1221	664	65	70	7	5S
4	1	1	1	12	0	231	700	1054	59	-1	
5	1	1	1	12	1	231	700	34	45	43	roy
5	1	1	1	12	2	1193	708	92	51	0	i
4	1	1	1	13	0	234	746	20	17	-1	
5	1	1	1	13	1	234	746	20	17	63	fe)
4	1	1	1	14	0	227	742	1053	67	-1	
5	1	1	1	14	1	227	765	27	44	71	8
5	1	1	1	14	2	1216	742	64	63	53	A,
4	1	1	1	15	0	234	805	1061	62	-1	
5	1	1	1	15	1	234	812	26	44	42	g
5	1	1	1	15	2	1038	805	257	62	0	z/(S
4	1	1	1	16	0	234	857	1059	56	-1	
5	1	1	1	16	1	234	860	20	33	87	5
5	1	1	1	16	2	964	861	94	36	0	e133
5	1	1	1	16	3	1224	857	69	56	15	SI
4	1	1	1	17	0	233	890	880	25	-1	
5	1	1	1	17	1	233	890	30	25	43	oe
5	1	1	1	17	2	1108	899	5	5	57	.
4	1	1	1	18	0	233	874	1061	71	-1	
5	1	1	1	18	1	233	911	20	34	78	5
5	1	1	1	18	2	1037	912	28	22	0	-
5	1	1	1	18	3	1210	874	84	61	0	I
4	1	1	1	19	0	1033	924	266	35	-1	
5	1	1	1	19	1	1033	924	30	35	31	ity
5	1	1	1	19	2	1290	935	9	16	65	r
4	1	1	1	20	0	233	956	1060	59	-1	
5	1	1	1	20	1	233	956	26	29	0	a
5	1	1	1	20	2	1037	959	21	48	50	2
5	1	1	1	20	3	1188	984	29	31	50	Oo
5	1	1	1	20	4	1263	984	30	31	0	zz
4	1	1	1	21	0	232	988	1054	57	-1	
5	1	1	1	21	1	232	994	27	51	15	Z
