level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1413	2000	-1	
2	1	1	0	0	0	37	255	1349	1710	-1	
3	1	1	1	0	0	37	255	1349	1710	-1	
4	1	1	1	1	0	572	255	225	16	-1	
5	1	1	1	1	1	572	255	225	16	0	JPPHARALAGYDANEOTBELLING
4	1	1	1	2	0	41	303	1060	22	-1	
5	1	1	1	2	1	41	311	48	14	0	iPM
5	1	1	1	2	2	1099	303	2	3	0	.
4	1	1	1	3	0	67	341	52	15	-1	
5	1	1	1	3	1	67	341	52	15	17	ADO
4	1	1	1	4	0	42	359	1264	31	-1	
5	1	1	1	4	1	42	375	51	12	50	eran
5	1	1	1	4	2	295	374	4	11	58	8
5	1	1	1	4	3	683	359	91	31	0	Age/Bex
5	1	1	1	4	4	1304	372	2	2	0	.
4	1	1	1	5	0	70	501	1098	38	-1	
5	1	1	1	5	1	70	504	21	35	74	rd
5	1	1	1	5	2	197	507	3	3	16	,
5	1	1	1	5	3	685	501	213	34	0	AdmissionDeteTime
5	1	1	1	5	4	1011	507	157	16	0	218/11/20252231
4	1	1	1	6	0	45	546	970	28	-1	
5	1	1	1	6	1	45	554	114	14	0	DoctorMaree
5	1	1	1	6	2	686	546	206	28	0	DiachargeDaimTime
5	1	1	1	6	3	1012	555	3	10	52	3
4	1	1	1	7	0	115	625	32	11	-1	
5	1	1	1	7	1	115	625	32	11	0	a
4	1	1	1	8	0	49	634	1203	35	-1	
5	1	1	1	8	1	49	650	4	9	0	s
5	1	1	1	8	2	176	638	100	31	0	enae1-4
5	1	1	1	8	3	431	636	78	31	0	wsseoma.
5	1	1	1	8	4	694	646	8	10	79	t
5	1	1	1	8	5	819	635	65	31	39	sono
5	1	1	1	8	6	949	635	73	31	0	oxeemnex7
5	1	1	1	8	7	1084	634	43	31	3	oe
5	1	1	1	8	8	1212	644	40	11	51	rate
4	1	1	1	9	0	173	658	1091	35	-1	
5	1	1	1	9	1	173	662	103	31	0	TOL
5	1	1	1	9	2	432	660	205	31	0	WAXONHhdBUSaEROMEHEL
5	1	1	1	9	3	696	670	4	10	90	1
5	1	1	1	9	4	799	669	96	16	0	-eooeioD
5	1	1	1	9	5	954	659	65	31	0	Cec
5	1	1	1	9	6	1081	658	56	31	21	THT
5	1	1	1	9	7	1213	668	51	11	17	worn
4	1	1	1	10	0	47	682	1212	34	-1	
5	1	1	1	10	1	47	700	4	3	49	b
5	1	1	1	10	2	178	685	99	31	0	1enveree.ont4
5	1	1	1	10	3	432	684	146	31	0	POLEYSCATEITIR18
5	1	1	1	10	4	696	694	4	10	93	1
5	1	1	1	10	5	820	682	50	32	12	Pm
5	1	1	1	10	6	950	682	73	31	0	cinencee
5	1	1	1	10	7	1081	682	50	31	42	iy
5	1	1	1	10	8	1213	692	46	10	48	To
4	1	1	1	11	0	173	706	1087	34	-1	
5	1	1	1	11	1	173	709	104	31	0	eruans114
5	1	1	1	11	2	432	708	63	31	0	urcena
5	1	1	1	11	3	697	718	4	10	71	1
5	1	1	1	11	4	820	707	50	31	42	wort
5	1	1	1	11	5	950	706	75	31	11	veers
5	1	1	1	11	6	1085	716	47	11	28	ae
5	1	1	1	11	7	1214	715	46	12	9	melee
4	1	1	1	12	0	178	729	1075	33	-1	
5	1	1	1	12	1	178	742	99	11	16	Ten,
5	1	1	1	12	2	433	731	199	31	0	SPPAeRPOre1uBU
5	1	1	1	12	3	697	741	4	10	94	1
5	1	1	1	12	4	822	730	57	31	12	aoe
5	1	1	1	12	5	950	730	73	31	0	eee
5	1	1	1	12	6	1082	729	43	31	27	rr
5	1	1	1	12	7	1214	739	39	11	51	4480
4	1	1	1	13	0	175	752	1086	34	-1	
5	1	1	1	13	1	175	755	103	31	0	tort
5	1	1	1	13	2	437	754	82	31	8	Wears
5	1	1	1	13	3	697	765	4	9	95	1
5	1	1	1	13	4	821	753	85	31	0	esaoeees1
5	1	1	1	13	5	950	753	75	31	13	oper
5	1	1	1	13	6	1082	752	54	32	0	reso
5	1	1	1	13	7	1214	762	47	11	42	tm
4	1	1	1	14	0	178	782	1187	26	-1	
5	1	1	1	14	1	178	786	100	22	0	Oar
5	1	1	1	14	2	433	784	173	23	0	SSTEPLEWATERIMJ1aal,
5	1	1	1	14	3	696	788	8	10	40	s
5	1	1	1	14	4	821	783	69	23	32	wre
5	1	1	1	14	5	951	783	70	22	32	wom
5	1	1	1	14	6	1082	782	36	23	53	ne
5	1	1	1	14	7	1211	782	43	22	23	fa
5	1	1	1	14	8	1359	789	6	3	20	-
4	1	1	1	15	0	179	804	1191	29	-1	
5	1	1	1	15	1	179	807	99	26	0	10nLibeaOt4
5	1	1	1	15	2	433	807	61	25	0	Juss
5	1	1	1	15	3	698	812	4	9	96	1
5	1	1	1	15	4	822	805	83	26	0	ensactoens
5	1	1	1	15	5	951	804	74	26	0	aUunecoe
5	1	1	1	15	6	1083	804	55	26	2	como
5	1	1	1	15	7	1211	804	55	25	0	rean00
5	1	1	1	15	8	1368	809	2	2	12	.
4	1	1	1	16	0	179	824	1083	34	-1	
5	1	1	1	16	1	179	827	100	31	0	WLnesOt-4
5	1	1	1	16	2	434	825	140	31	0	SPeALMEBOLEamn
5	1	1	1	16	3	698	836	4	9	94	1
5	1	1	1	16	4	822	824	60	31	38	mer
5	1	1	1	16	5	952	824	73	31	0	ousean30
5	1	1	1	16	6	1087	833	46	11	27	on
5	1	1	1	16	7	1215	833	47	11	28	crise
4	1	1	1	17	0	48	846	1214	35	-1	
5	1	1	1	17	1	48	850	17	31	34	cc
5	1	1	1	17	2	175	850	104	31	0	ielE114
5	1	1	1	17	3	435	848	172	31	0	B0OLANIDG--96-HO8CR
5	1	1	1	17	4	698	858	6	10	60	4
5	1	1	1	17	5	823	847	60	31	3	Darla.
5	1	1	1	17	6	952	847	73	31	22	Keen
5	1	1	1	17	7	1083	846	46	32	43	Dum
5	1	1	1	17	8	1216	856	46	11	25	ey)
4	1	1	1	18	0	60	870	1195	34	-1	
5	1	1	1	18	1	60	885	3	10	78	1
5	1	1	1	18	2	176	873	103	31	0	tenes
5	1	1	1	18	3	435	872	180	31	0	SURIOAPECLOWBA7-SI
5	1	1	1	18	4	699	882	4	10	85	1
5	1	1	1	18	5	827	871	40	31	20	Cred
5	1	1	1	18	6	952	870	72	32	10	vosaces
5	1	1	1	18	7	1084	870	43	31	23	a7
5	1	1	1	18	8	1216	880	39	11	0	twT80
4	1	1	1	19	0	176	893	1080	34	-1	
5	1	1	1	19	1	176	896	104	31	0	1Anunams0114
5	1	1	1	19	2	435	895	150	31	0	ETTORE.
5	1	1	1	19	3	699	906	4	9	94	1
5	1	1	1	19	4	823	894	78	31	0	acres
5	1	1	1	19	5	953	894	73	31	0	ounueaz7
5	1	1	1	19	6	1084	893	43	31	0	ce
5	1	1	1	19	7	1216	903	40	11	1	ma,
4	1	1	1	20	0	49	917	1214	34	-1	
5	1	1	1	20	1	49	920	21	31	48	Fey
5	1	1	1	20	2	180	919	100	31	0	racM114
5	1	1	1	20	3	439	928	266	14	0	GALEEEOPEAR-1OE10CiALY)10POHa
5	1	1	1	20	4	824	917	55	31	0	Hees
5	1	1	1	20	5	957	925	177	13	6	neem
5	1	1	1	20	6	1217	926	46	11	0	re0c.00
4	1	1	1	21	0	49	940	1208	35	-1	
5	1	1	1	21	1	49	944	17	31	43	he
5	1	1	1	21	2	181	943	99	31	0	10mm
5	1	1	1	21	3	436	942	101	31	0	SUROECHOnF
5	1	1	1	21	4	699	952	7	10	46	1
5	1	1	1	21	5	828	941	33	31	57	ca
5	1	1	1	21	6	953	940	75	31	0	oupeaces
5	1	1	1	21	7	1089	940	39	31	15	mae
5	1	1	1	21	8	1217	950	40	11	8	nH
4	1	1	1	22	0	60	964	1197	34	-1	
5	1	1	1	22	1	60	978	7	11	31	6
5	1	1	1	22	2	181	967	100	31	0	ararosO1-44
5	1	1	1	22	3	436	965	208	31	0	PADMMAB(PCRABCROE)3PLY
5	1	1	1	22	4	699	975	7	10	62	7
5	1	1	1	22	5	828	974	29	11	40	0
5	1	1	1	22	6	954	964	73	31	2	cerns
5	1	1	1	22	7	1089	974	32	11	51	0
5	1	1	1	22	8	1218	973	39	12	22	rane
4	1	1	1	23	0	54	987	1203	34	-1	
5	1	1	1	23	1	54	1002	13	11	60	16
5	1	1	1	23	2	181	990	102	31	0	enLOOMo1H4
5	1	1	1	23	3	437	989	187	31	0	LOKRRJELLY(LIBHOOLINEE
5	1	1	1	23	4	701	999	4	10	0	t
5	1	1	1	23	5	829	988	38	31	63	Lent
5	1	1	1	23	6	954	988	73	31	23	mend
5	1	1	1	23	7	1086	987	46	32	82	nom
5	1	1	1	23	8	1218	997	39	11	41	res
4	1	1	1	24	0	178	1010	1079	34	-1	
